"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"2728","B","","chemical engineer","1916","B",NA,"","2728","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2729"," Roland Phineas Soule","","chemical engineer","1916","Soule","Rolandineas","","2729","soule, r","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2730"," B","","chemical engineer","1916","B",NA,"","2730","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2731","S","","chemical engineer","1916","S",NA,"","2731","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2732"," Rochester 1917","","chemical engineer","1916","Rochester",NA,"","2732","rochester,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2733"," William","","chemical engineer","1916","William",NA,"","2733","william,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2734","Walter Stecker","","chemical engineer","1916","Stecker","Walter","","2734","stecker, w","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2735"," B","","chemical engineer","1916","B",NA,"","2735","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2736","S","","chemical engineer","1916","S",NA,"","2736","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2737"," Addendum to 1918","","chemical engineer","1916","Addendumto",NA,"","2737","addendumto,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2738"," Frederick W","","chemical engineer","1916","W","Frederick","","2738","w, f","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2739"," Jewett","","chemical engineer","1916","Jewett",NA,"","2739","jewett,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2740"," John Edward Norton","Edward ","engineer of mines","1922","Norton","John","Edward ","2740","norton, j e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2741"," E","","engineer of mines","1922","E",NA,"","2741","e,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2742"," M","","engineer of mines","1922","M",NA,"","2742","m,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2743"," Montana State School of Mines","State Schoolof ","engineer of mines","1922","Mines","Montana","State Schoolof ","2743","mines, m s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2744"," Horat1o Potter","","engineer of mines","1917","Potter","Horato","","2744","potter, h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2745"," A","","engineer of mines","1917","A",NA,"","2745","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2746","B","","engineer of mines","1917","B",NA,"","2746","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2747"," Yale 1917","","engineer of mines","1917","Yale",NA,"","2747","yale,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2748"," Carlos Bjerck Sm1th","Bjerck ","engineer of mines","1917","Smth","Carlos","Bjerck ","2748","smth, c b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2749"," A","","engineer of mines","1917","A",NA,"","2749","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2750","B","","engineer of mines","1917","B",NA,"","2750","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2751"," Mart1n","","engineer of mines","1917","Martn",NA,"","2751","martn,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2752","Franc1s Tynan","","engineer of mines","1917","Tynan","Francs","","2752","tynan, f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2753"," B","","engineer of mines","1917","B",NA,"","2753","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2754","S","","engineer of mines","1917","S",NA,"","2754","s,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2755"," Sol Peskow1tz","","metallurgical engineer","1917","Peskowtz","Sol","","2755","peskowtz, s","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2756"," A","","metallurgical engineer","1917","A",NA,"","2756","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2757","B","","metallurgical engineer","1917","B",NA,"","2757","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2758"," 192o","","metallurgical engineer","1917","o",NA,"","2758","o,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2759"," Herbert Mart1n Edward","Martn ","metallurgical engineer","1917","Edward","Herbert","Martn ","2759","edward, h m","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2760","Wachsmann","","metallurgical engineer","1917","Wachsmann",NA,"","2760","wachsmann,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2761"," A","","metallurgical engineer","1917","A",NA,"","2761","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2762","B","","metallurgical engineer","1917","B",NA,"","2762","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2763"," 192o","","metallurgical engineer","1917","o",NA,"","2763","o,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2764"," Russell Southworth Young","Southworth ","metallurgical engineer","1917","Young","Russell","Southworth ","2764","young, r s","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2765"," A","","metallurgical engineer","1917","A",NA,"","2765","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2766","B","","metallurgical engineer","1917","B",NA,"","2766","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2767"," 192o","","metallurgical engineer","1917","o",NA,"","2767","o,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2768"," James McCutchen Fox","McCutchen ","civil engineer","1917","Fox","James","McCutchen ","2768","fox, j m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2769"," A","","civil engineer","1917","A",NA,"","2769","a,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2770","B","","civil engineer","1917","B",NA,"","2770","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2771"," 192o","","civil engineer","1917","o",NA,"","2771","o,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2772"," M1lton Turk","","civil engineer","1917","Turk","Mlton","","2772","turk, m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2773"," A","","civil engineer","1917","A",NA,"","2773","a,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2774","B","","civil engineer","1917","B",NA,"","2774","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2775"," James Edward Carroll","Edward ","electrical engineer ","1917","Carroll","James","Edward ","2775","carroll, j e","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2776"," B","","electrical engineer ","1917","B",NA,"","2776","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2777","S","","electrical engineer ","1917","S",NA,"","2777","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2778"," Kenneth Clark","","electrical engineer ","1917","Clark","Kenneth","","2778","clark, k","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2779"," Freder","","electrical engineer ","1917","Freder",NA,"","2779","freder,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2780","1ck Dehls","","electrical engineer ","1917","Dehls","ck","","2780","dehls, c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2781"," A","","electrical engineer ","1917","A",NA,"","2781","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2782","B","","electrical engineer ","1917","B",NA,"","2782","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2783"," Moses Goldberg","","electrical engineer ","1917","Goldberg","Moses","","2783","goldberg, m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2784"," B","","electrical engineer ","1917","B",NA,"","2784","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2785","S","","electrical engineer ","1917","S",NA,"","2785","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2786"," 192o","","electrical engineer ","1917","o",NA,"","2786","o,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2787"," Earl Lester Newell","Lester ","electrical engineer ","1917","Newell","Earl","Lester ","2787","newell, e l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2788"," B","","electrical engineer ","1917","B",NA,"","2788","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2789","S","","electrical engineer ","1917","S",NA,"","2789","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2790","Union (N","","electrical engineer ","1917","N","Union","","2790","n, u","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2791"," Y","","electrical engineer ","1917","Y",NA,"","2791","y,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2792"," Harold Jerome Rosenberger","Jerome ","electrical engineer ","1917","Rosenberger","Harold","Jerome ","2792","rosenberger, h j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2793"," B","","electrical engineer ","1917","B",NA,"","2793","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2794","S","","electrical engineer ","1917","S",NA,"","2794","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2795"," 192o","","electrical engineer ","1917","o",NA,"","2795","o,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2796"," Payton Westerook","","electrical engineer ","1917","Westerook","Payton","","2796","westerook, p","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2797","Splnce","","electrical engineer ","1917","Splnce",NA,"","2797","splnce,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2798"," B","","electrical engineer ","1917","B",NA,"","2798","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2799","S","","electrical engineer ","1917","S",NA,"","2799","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2800"," Robert McClure Valyerde","McClure ","electrical engineer ","1917","Valyerde","Robert","McClure ","2800","valyerde, r m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2801"," Curdon Hunter W1ll1ams","Hunter ","electrical engineer ","1917","Wllams","Curdon","Hunter ","2801","wllams, c h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2802","A","","electrical engineer ","1917","A",NA,"","2802","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2803","B","","electrical engineer ","1917","B",NA,"","2803","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2804"," 192o","","electrical engineer ","1917","o",NA,"","2804","o,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer ",NA
"2805"," Leon H","","mechanical engineer","1917","H","Leon","","2805","h, l","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2806"," Amdur","","mechanical engineer","1917","Amdur",NA,"","2806","amdur,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2807"," A","","mechanical engineer","1917","A",NA,"","2807","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2808","B","","mechanical engineer","1917","B",NA,"","2808","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2809"," Theodore Baume1ster","","mechanical engineer","1917","Baumester","Theodore","","2809","baumester, t","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2810","B","","mechanical engineer","1917","B",NA,"","2810","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2811","S","","mechanical engineer","1917","S",NA,"","2811","s,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2812"," C","","mechanical engineer","1917","C",NA,"","2812","c,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2813","C","","mechanical engineer","1917","C",NA,"","2813","c,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2814","N","","mechanical engineer","1917","N",NA,"","2814","n,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2815"," Y","","mechanical engineer","1917","Y",NA,"","2815","y,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2816"," Eugene Hector Fezand1e","Hector ","mechanical engineer","1917","Fezande","Eugene","Hector ","2816","fezande, e h","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2817"," B","","mechanical engineer","1917","B",NA,"","2817","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2818","S","","mechanical engineer","1917","S",NA,"","2818","s,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2819"," Alexander Greenberg","","mechanical engineer","1917","Greenberg","Alexander","","2819","greenberg, a","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2820","B","","mechanical engineer","1917","B",NA,"","2820","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2821","S","","mechanical engineer","1917","S",NA,"","2821","s,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2822"," Sylyan Leonard Hanauer","Leonard ","mechanical engineer","1917","Hanauer","Sylyan","Leonard ","2822","hanauer, s l","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2823"," A","","mechanical engineer","1917","A",NA,"","2823","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2824","B","","mechanical engineer","1917","B",NA,"","2824","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2825"," 192o","","mechanical engineer","1917","o",NA,"","2825","o,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2826"," George Lester Black Jones","Lester Black ","mechanical engineer","1917","Jones","George","Lester Black ","2826","jones, g l","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2827","August W1ll1ams L1enau","Wllams ","mechanical engineer","1917","Lenau","August","Wllams ","2827","lenau, a w","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2828"," A","","mechanical engineer","1917","A",NA,"","2828","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2829","B","","mechanical engineer","1917","B",NA,"","2829","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2830"," 192o","","mechanical engineer","1917","o",NA,"","2830","o,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2831"," Charles Elk1n M1sch","Elkn ","mechanical engineer","1917","Msch","Charles","Elkn ","2831","msch, c e","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2832"," A","","mechanical engineer","1917","A",NA,"","2832","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2833","B","","mechanical engineer","1917","B",NA,"","2833","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2834"," 192o","","mechanical engineer","1917","o",NA,"","2834","o,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2835"," George","","mechanical engineer","1917","George",NA,"","2835","george,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2836","Herbert Schwedersky","","mechanical engineer","1917","Schwedersky","Herbert","","2836","schwedersky, h","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2837"," B","","mechanical engineer","1917","B",NA,"","2837","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2838"," es Sc","","mechanical engineer","1917","Sc","es","","2838","sc, e","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2839"," Paris 1913","","mechanical engineer","1917","Paris",NA,"","2839","paris,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2840"," Lou1s Bennett Semel","Bennett ","mechanical engineer","1917","Semel","Lous","Bennett ","2840","semel, l b","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2841"," B","","mechanical engineer","1917","B",NA,"","2841","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2842","S","","mechanical engineer","1917","S",NA,"","2842","s,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2843"," 192o","","mechanical engineer","1917","o",NA,"","2843","o,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2844","Robert James Sm1th","James ","mechanical engineer","1917","Smth","Robert","James ","2844","smth, r j","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2845"," A","","mechanical engineer","1917","A",NA,"","2845","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2846","B","","mechanical engineer","1917","B",NA,"","2846","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"2847"," George Belth","","chemical engineer","1917","Belth","George","","2847","belth, g","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2848"," A","","chemical engineer","1917","A",NA,"","2848","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2849","B","","chemical engineer","1917","B",NA,"","2849","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2850"," 192o","","chemical engineer","1917","o",NA,"","2850","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2851"," Saul Caesar","","chemical engineer","1917","Caesar","Saul","","2851","caesar, s","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2852"," A","","chemical engineer","1917","A",NA,"","2852","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2853","B","","chemical engineer","1917","B",NA,"","2853","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2854"," Solo","","chemical engineer","1917","Solo",NA,"","2854","solo,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2855","mon Caplan","","chemical engineer","1917","Caplan","mon","","2855","caplan, m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2856"," A","","chemical engineer","1917","A",NA,"","2856","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2857","B","","chemical engineer","1917","B",NA,"","2857","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2858"," Thomas Ham1lton Ch1lton","Hamlton ","chemical engineer","1917","Chlton","Thomas","Hamlton ","2858","chlton, t h","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2859"," Robert Irv1ng Cowen","Irvng ","chemical engineer","1917","Cowen","Robert","Irvng ","2859","cowen, r i","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2860"," A","","chemical engineer","1917","A",NA,"","2860","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2861","B","","chemical engineer","1917","B",NA,"","2861","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2862","192o","","chemical engineer","1917","o",NA,"","2862","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2863"," Fab1an Monroe Crystal","Monroe ","chemical engineer","1917","Crystal","Faban","Monroe ","2863","crystal, f m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2864"," A","","chemical engineer","1917","A",NA,"","2864","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2865","B","","chemical engineer","1917","B",NA,"","2865","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2866"," Harvard 1919","","chemical engineer","1917","Harvard",NA,"","2866","harvard,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2867"," Charles Prescott Day1s","Prescott ","chemical engineer","1917","Days","Charles","Prescott ","2867","days, c p","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2868","A","","chemical engineer","1917","A",NA,"","2868","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2869","B","","chemical engineer","1917","B",NA,"","2869","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2870"," 192o","","chemical engineer","1917","o",NA,"","2870","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2871"," George Gerald Day","Gerald ","chemical engineer","1917","Day","George","Gerald ","2871","day, g g","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2872"," Adolph Stanley Fromholz","Stanley ","chemical engineer","1917","Fromholz","Adolph","Stanley ","2872","fromholz, a s","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2873"," A","","chemical engineer","1917","A",NA,"","2873","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2874","B","","chemical engineer","1917","B",NA,"","2874","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2875"," Harry","","chemical engineer","1917","Harry",NA,"","2875","harry,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2876","Goldman","","chemical engineer","1917","Goldman",NA,"","2876","goldman,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2877"," A","","chemical engineer","1917","A",NA,"","2877","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2878","B","","chemical engineer","1917","B",NA,"","2878","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2879"," 192o","","chemical engineer","1917","o",NA,"","2879","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2880"," W1llard Ferd1nand Greenwald","Ferdnand ","chemical engineer","1917","Greenwald","Wllard","Ferdnand ","2880","greenwald, w f","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2881"," B","","chemical engineer","1917","B",NA,"","2881","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2882","S","","chemical engineer","1917","S",NA,"","2882","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2883"," Roy Ashford","","chemical engineer","1917","Ashford","Roy","","2883","ashford, r","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2884","Horst","","chemical engineer","1917","Horst",NA,"","2884","horst,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2885"," B","","chemical engineer","1917","B",NA,"","2885","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2886","S","","chemical engineer","1917","S",NA,"","2886","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2887"," Syracuse 1919","","chemical engineer","1917","Syracuse",NA,"","2887","syracuse,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2888"," Carlos HurTADO","","chemical engineer","1917","HurTADO","Carlos","","2888","hurtado, c","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2889","t C","","chemical engineer","1917","C",NA,"","2889","c,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2890","E","","chemical engineer","1917","E",NA,"","2890","e,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2891"," Universidad Catolica de San","Catolicade ","chemical engineer","1917","San","Universidad","Catolicade ","2891","san, u c","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2892","tiago","","chemical engineer","1917","tiago",NA,"","2892","tiago,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2893"," Benjam1n Angell LaGrasse","Angell ","chemical engineer","1917","LaGrasse","Benjamn","Angell ","2893","lagrasse, b a","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2894"," B","","chemical engineer","1917","B",NA,"","2894","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2895","S","","chemical engineer","1917","S",NA,"","2895","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2896"," C","","chemical engineer","1917","C",NA,"","2896","c,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2897"," C","","chemical engineer","1917","C",NA,"","2897","c,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2898"," N","","chemical engineer","1917","N",NA,"","2898","n,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2899"," Y","","chemical engineer","1917","Y",NA,"","2899","y,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2900"," Maxwell Jul1us","","chemical engineer","1917","Julus","Maxwell","","2900","julus, m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2901","Mathews","","chemical engineer","1917","Mathews",NA,"","2901","mathews,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2902"," A","","chemical engineer","1917","A",NA,"","2902","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2903","B","","chemical engineer","1917","B",NA,"","2903","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2904"," Leo Ph1lo M1rsky","","chemical engineer","1917","Mrsky","Leolo","","2904","mrsky, l","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2905"," A","","chemical engineer","1917","A",NA,"","2905","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2906","B","","chemical engineer","1917","B",NA,"","2906","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2907"," Arnold Quat","","chemical engineer","1917","Quat","Arnold","","2907","quat, a","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2908"," A","","chemical engineer","1917","A",NA,"","2908","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2909","B","","chemical engineer","1917","B",NA,"","2909","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2910"," 192o","","chemical engineer","1917","o",NA,"","2910","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2911","Edw1n Schles1nger","","chemical engineer","1917","Schlesnger","Edwn","","2911","schlesnger, e","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2912"," A","","chemical engineer","1917","A",NA,"","2912","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2913","B","","chemical engineer","1917","B",NA,"","2913","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2914"," Herbert Ma1er Schwarz","Maer ","chemical engineer","1917","Schwarz","Herbert","Maer ","2914","schwarz, h m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2915"," A","","chemical engineer","1917","A",NA,"","2915","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2916","B","","chemical engineer","1917","B",NA,"","2916","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2917"," 192o","","chemical engineer","1917","o",NA,"","2917","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2918"," Curt George","","chemical engineer","1917","George","Curt","","2918","george, c","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2919","Segeler","","chemical engineer","1917","Segeler",NA,"","2919","segeler,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2920"," A","","chemical engineer","1917","A",NA,"","2920","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
