"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"689","Gborge Werner Hochsprung (Septem","Werner Hochsprung ","electrical engineer","1905","Septem","Gborge","Werner Hochsprung ","689","septem, g w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"690","ber 30)","","electrical engineer","1905","ber",NA,"","690","ber,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"691","George Heberton Hooper, Jr.","Heberton ","electrical engineer","1905","Hooper","George","Heberton ","691","hooper, g h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"692","Samubl O. Jacobson, B.S. (March 14)","","electrical engineer","1905","Jacobson","Samubl","","692","jacobson, s","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"693","Samubl O. Jacobson, B.S. (March 14)","","electrical engineer","1905","March",NA,"","693","march,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"694","Louis Frank Kohlbr","Frank ","electrical engineer","1905","Kohlbr","Louis","Frank ","694","kohlbr, l f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"695","Harold Payson","","electrical engineer","1905","Payson","Harold","","695","payson, h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"696","Walter Lidgerwood Smillie Pierce","Lidgerwood Smillie ","electrical engineer","1905","Pierce","Walter","Lidgerwood Smillie ","696","pierce, w l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"697","Leo Lawrence Pollak, B.S.","Lawrence ","electrical engineer","1905","Pollak","Leo","Lawrence ","697","pollak, l l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"698","Thomas Walter Rochbstbr","Walter ","electrical engineer","1905","Rochbstbr","Thomas","Walter ","698","rochbstbr, t w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"699","Charles Hall Stoutenburoh","Hall ","electrical engineer","1905","Stoutenburoh","Charles","Hall ","699","stoutenburoh, c h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"700","William Heron Trippe","Heron ","electrical engineer","1905","Trippe","William","Heron ","700","trippe, w h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"701","Frederick Ellis Ward","Ellis ","electrical engineer","1905","Ward","Frederick","Ellis ","701","ward, f e","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"702","Gerard Bernard Wbrnbr, A.B.","Bernard ","electrical engineer","1905","Wbrnbr","Gerard","Bernard ","702","wbrnbr, g b","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"703","Adolph Isaac Man Winetraub, B.L.,","Isaac Man ","electrical engineer","1905","Winetraub","Adolph","Isaac Man ","703","winetraub, a i","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"704","Remsbn Taylor Williams","Taylor ","metallurgical engineer","1905","Williams","Remsbn","Taylor ","704","williams, r t","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"705","Stanfield Nichols Arnold","Nichols ","mechanical engineer","1905","Arnold","Stanfield","Nichols ","705","arnold, s n","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"706","Eugene Ashley","","mechanical engineer","1905","Ashley","Eugene","","706","ashley, e","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"707","Thomas Hamilton Burch, Jr.","Hamilton ","mechanical engineer","1905","Burch","Thomas","Hamilton ","707","burch, t h","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"708","William Henry Connell, Jr.","Henry ","mechanical engineer","1905","Connell","William","Henry ","708","connell, w h","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"709","Frederick William Hollmann","William ","mechanical engineer","1905","Hollmann","Frederick","William ","709","hollmann, f w","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"710","John Blakb Kellogg, Ph.D.","Blakb ","mechanical engineer","1905","Kellogg","John","Blakb ","710","kellogg, j b","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"711","ft a]","","mechanical engineer","1905","fta",NA,"","711","fta,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"712","Malcolm McIntyre (June 16)","McIntyre ","mechanical engineer","1905","June","Malcolm","McIntyre ","712","june, m m","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"713","Theodore Mead, Jr. (January 10)","","mechanical engineer","1905","Mead","Theodore","","713","mead, t","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"714","Theodore Mead, Jr. (January 10)","","mechanical engineer","1905","January",NA,"","714","january,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"715","Mblach I. Nusim","","mechanical engineer","1905","Nusim","Mblach","","715","nusim, m","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"716","Robert Marquis Strong","Marquis ","mechanical engineer","1905","Strong","Robert","Marquis ","716","strong, r m","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"717","William Edward Struss","Edward ","mechanical engineer","1905","Struss","William","Edward ","717","struss, w e","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"718","Raphael John Rufo Terry (October 4)","John Rufo Terry ","mechanical engineer","1905","October","Raphael","John Rufo Terry ","718","october, r j","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"719","Lawrence S. Arnold (October 5)","Arnold ","engineer of mines","1906","October","Lawrence","Arnold ","719","october, l a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"720","Hereert S. Aubreach (February 9)","Aubreach ","engineer of mines","1906","February","Hereert","Aubreach ","720","february, h a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"721","Harold Baxter","","engineer of mines","1906","Baxter","Harold","","721","baxter, h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"722","Hereert Grove Cannon (September 27)","Grove Cannon ","engineer of mines","1906","September","Hereert","Grove Cannon ","722","september, h g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"723","Warino Carrington","","engineer of mines","1906","Carrington","Warino","","723","carrington, w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"724","Albbrt Hermon Case, B.S. (September","Hermon ","engineer of mines","1906","Case","Albbrt","Hermon ","724","case, a h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"725","Albbrt Hermon Case, B.S. (September","","engineer of mines","1906","September",NA,"","725","september,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"726","ao)","","engineer of mines","1906","ao",NA,"","726","ao,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"727","John Adams Church, Jr.","Adams ","engineer of mines","1906","Church","John","Adams ","727","church, j a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"728","Frank Daniel Druding","Daniel ","engineer of mines","1906","Druding","Frank","Daniel ","728","druding, f d","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"729","Drew Haven Dunn","Haven ","engineer of mines","1906","Dunn","Drew","Haven ","729","dunn, d h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"730","Frank Travers Eddingfield","Travers ","engineer of mines","1906","Eddingfield","Frank","Travers ","730","eddingfield, f t","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"731","Hereert Cory Enos (February 5) Alpred Winter Evans","Cory Enos ","engineer of mines","1906","February","Hereert","Cory Enos ","731","february, h c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"732","Hereert Cory Enos (February 5) Alpred Winter Evans","Winter ","engineer of mines","1906","Evans","Alpred","Winter ","732","evans, a w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"733","Carl Benjamin Franc, Jr.","Benjamin ","engineer of mines","1906","Franc","Carl","Benjamin ","733","franc, c b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"734","Chester Alan Fulton","Alan ","engineer of mines","1906","Fulton","Chester","Alan ","734","fulton, c a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"735","Fredbrick Edward Gibbrt, Jr.","Edward ","engineer of mines","1906","Gibbrt","Fredbrick","Edward ","735","gibbrt, f e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"736","Clarence Michael Haight","Michael ","engineer of mines","1906","Haight","Clarence","Michael ","736","haight, c m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"737","John Robbrtson Hoyt","Robbrtson ","engineer of mines","1906","Hoyt","John","Robbrtson ","737","hoyt, j r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"738","Arthur Michael Johnson","Michael ","engineer of mines","1906","Johnson","Arthur","Michael ","738","johnson, a m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"739","Hbrman Norton Johnson, A.B.","Norton ","engineer of mines","1906","Johnson","Hbrman","Norton ","739","johnson, h n","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"740","Lee Olds Kellogg, A.B.","Olds ","engineer of mines","1906","Kellogg","Lee","Olds ","740","kellogg, l o","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"741","Lloyd Malcom Kniffin","Malcom ","engineer of mines","1906","Kniffin","Lloyd","Malcom ","741","kniffin, l m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"742","Marsden Henry Landbrs","Henry ","engineer of mines","1906","Landbrs","Marsden","Henry ","742","landbrs, m h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"743","Harold Nbweold Lawrib (August 18)","Nbweold Lawrib ","engineer of mines","1906","August","Harold","Nbweold Lawrib ","743","august, h n","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"744","Dewitt Clinton MacKallor","Clinton ","engineer of mines","1906","MacKallor","Dewitt","Clinton ","744","mackallor, d c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"745","Henry Griffiths McClain","Griffiths ","engineer of mines","1906","McClain","Henry","Griffiths ","745","mcclain, h g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"746","Downib Davidson Muir, Jr.","Davidson ","engineer of mines","1906","Muir","Downib","Davidson ","746","muir, d d","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"747","Aquila Chauncey Nbbbkbr, B.S.","Chauncey ","engineer of mines","1906","Nbbbkbr","Aquila","Chauncey ","747","nbbbkbr, a c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"748","Cecil Walter Pocock","Walter ","engineer of mines","1906","Pocock","Cecil","Walter ","748","pocock, c w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"749","Edmund Astley Prentis, Jr. Benjamin F. Rodbn, Jr., C.E.","Astley ","engineer of mines","1906","Prentis","Edmund","Astley ","749","prentis, e a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"750","Edmund Astley Prentis, Jr. Benjamin F. Rodbn, Jr., C.E.","","engineer of mines","1906","Rodbn","Benjamin","","750","rodbn, b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"751","Renb Alexandbr db Sallibr du Pin","Alexandbrdb Sallibrdu ","engineer of mines","1906","Pin","Renb","Alexandbrdb Sallibrdu ","751","pin, r a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"752","(September 6)","","engineer of mines","1906","September",NA,"","752","september,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"753","Fredbrick William Sen mitt, B.S.","William ","engineer of mines","1906","Senmitt","Fredbrick","William ","753","senmitt, f w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"754","(September >o)","","engineer of mines","1906","Septembero",NA,"","754","septembero,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"755","Robbrt Spencer Schultz, Jr.","Spencer ","engineer of mines","1906","Schultz","Robbrt","Spencer ","755","schultz, r s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"756","H. Fredbrick Sbifbrt","","engineer of mines","1906","Sbifbrt","Fredbrick","","756","sbifbrt, f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"757","Kenneth Millbr Simpson, A.B.","Millbr ","engineer of mines","1906","Simpson","Kenneth","Millbr ","757","simpson, k m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"758","Earl Clark Stevens (February 8)","Clark Stevens ","engineer of mines","1906","February","Earl","Clark Stevens ","758","february, e c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"759","Albbrt Godprey Suydam","Godprey ","engineer of mines","1906","Suydam","Albbrt","Godprey ","759","suydam, a g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"760","Morris Gardner Talcott Henry (December 14) Bowman Taylor","Gardner Talcott Henry ","engineer of mines","1906","December","Morris","Gardner Talcott Henry ","760","december, m g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"761","Morris Gardner Talcott Henry (December 14) Bowman Taylor","","engineer of mines","1906","Taylor","Bowman","","761","taylor, b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"762","Charlbs Sewell Thomas, Jr.","Sewell ","engineer of mines","1906","Thomas","Charlbs","Sewell ","762","thomas, c s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"763","Andrew Mellick Tweedy","Mellick ","engineer of mines","1906","Tweedy","Andrew","Mellick ","763","tweedy, a m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"764","Frank Carmany Wallower, C.E.","Carmany ","engineer of mines","1906","Wallower","Frank","Carmany ","764","wallower, f c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"765","(April 4)","","engineer of mines","1906","April",NA,"","765","april,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"766","Oscar Maurricb Wbichsel, B.S.","Maurricb ","engineer of mines","1906","Wbichsel","scar","Maurricb ","766","wbichsel, s m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"767","(June 3o)","","engineer of mines","1906","June",NA,"","767","june,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"768","(June 3o)","","engineer of mines","1906","o",NA,"","768","o,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"769","Robbrt Henry Willets (September 22)","Henry Willets ","engineer of mines","1906","September","Robbrt","Henry Willets ","769","september, r h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"770","Roswell Spencer Baylis","Spencer ","civil engineer","1906","Baylis","Roswell","Spencer ","770","baylis, r s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"771","Rudolph Conrad Becker, B.S.","Conrad ","civil engineer","1906","Becker","Rudolph","Conrad ","771","becker, r c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"772","Hartwell Bishop, A.B. (August 16) Clark Blickensdbrfbr (April 5)","","civil engineer","1906","Bishop","Hartwell","","772","bishop, h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"773","Hartwell Bishop, A.B. (August 16) Clark Blickensdbrfbr (April 5)","","civil engineer","1906","August",NA,"","773","august,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"774","Hartwell Bishop, A.B. (August 16) Clark Blickensdbrfbr (April 5)","Blickensdbrfbr ","civil engineer","1906","April","Clark","Blickensdbrfbr ","774","april, c b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"775","Thomas J. Brady, Jr.","","civil engineer","1906","Brady","Thomas","","775","brady, t","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"776","Lewis Thomas Churchill (January 8)","Thomas Churchill ","civil engineer","1906","January","Lewis","Thomas Churchill ","776","january, l t","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"777","John Daniel Cosgrove","Daniel ","civil engineer","1906","Cosgrove","John","Daniel ","777","cosgrove, j d","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"778","Maurice Dbutsch","","civil engineer","1906","Dbutsch","Maurice","","778","dbutsch, m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"779","John Bodine Doughty","Bodine ","civil engineer","1906","Doughty","John","Bodine ","779","doughty, j b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"780","James Kip Finch","Kip ","civil engineer","1906","Finch","James","Kip ","780","finch, j k","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"781","Henry Harrison Goodwin","Harrison ","civil engineer","1906","Goodwin","Henry","Harrison ","781","goodwin, h h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"782","Russell db Costa Grebnb","Costa ","civil engineer","1906","Grebnb","Russelldb","Costa ","782","grebnb, r c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"783","Leonard Post Hosford","Post ","civil engineer","1906","Hosford","Leonard","Post ","783","hosford, l p","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"784","Henry Lux Jochum (October 3o)","Lux Jochum ","civil engineer","1906","October","Henry","Lux Jochum ","784","october, h l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"785","Henry Lux Jochum (October 3o)","","civil engineer","1906","o",NA,"","785","o,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"786","Theodore Philip Kilian","Philip ","civil engineer","1906","Kilian","Theodore","Philip ","786","kilian, t p","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"787","Abraham Lazinsk, A.B. (May 8)","","civil engineer","1906","Lazinsk","Abraham","","787","lazinsk, a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"788","Abraham Lazinsk, A.B. (May 8)","","civil engineer","1906","May",NA,"","788","may,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"789","Francis William McKinney, A.B.","William ","civil engineer","1906","McKinney","Francis","William ","789","mckinney, f w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"790","Charles A. Orr","","civil engineer","1906","Orr","Charles","","790","orr, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
