"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","name","srch","temp","geometry"
"1573016","myb890581","myb",1917,"South Kalgurli Consolidated Limited",NA,NA,NA,NA,NA,"salisbury","an amalgamation",NA,NA,"amalgamati","myb",c(-75.59937, 38.36067)
"1573079","myb890602","myb",1917,"South Kalgurli Consolidated Limited",NA,NA,NA,NA,NA,"kalgoorlie","plant. Crushing",NA,NA,"Crushing","myb",c(121.466, -30.749)
"1573094","myb890607","myb",1917,"South Kalgurli Consolidated Limited",NA,NA,NA,NA,NA,"kalgoorlie","ment 6,934. For monthly crushings see table",NA,NA,"crushing","myb",c(121.466, -30.749)
"1573186","myb891395","myb",1917,"Spassky Copper Mine Ltd",NA,NA,NA,NA,NA,"siberia","the smelters with the coal mines. Coal reserves of Karagandy Mine were estimated",NA,NA,"smelter","myb",c(99.19666, 61.01371)
"1573188","myb891396","myb",1917,"Spassky Copper Mine Ltd",NA,NA,NA,NA,NA,"siberia","at 400,000,000 tons. Smelters are at work capable of producing 410 tons copper",NA,NA,"Smelter","myb",c(99.19666, 61.01371)
"1573274","myb891439","myb",1917,"Spassky Copper Mine Ltd",5955217,NA,NA,NA,NA,"siberia","Smelters are being erected",NA,NA,"Smelter","myb",c(99.19666, 61.01371)
"1573290","myb891447","myb",1917,"Spassky Copper Mine Ltd",5955217,NA,NA,NA,NA,"siberia","the mines with the smelters.",NA,NA,"smelter","myb",c(99.19666, 61.01371)
"1573356","myb891480","myb",1917,"Spassky Copper Mine Ltd",5955217,NA,NA,NA,NA,"siberia","smelters",NA,NA,"smelter","myb",c(99.19666, 61.01371)
"1573570","myb891578","myb",1917,"Springs Mines Limited",4764173,NA,NA,NA,NA,"transvaal","60 stamps 2,000 lbs. , six tube mills and cyanide",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1573585","myb891583","myb",1917,"Springs Mines Limited",4764173,NA,NA,NA,NA,"transvaal","and crushing commenced January, 1917.",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1573939","myb892015","myb",1917,"Steen Bok Syndicate Limited",11910.43,NA,NA,NA,NA,"the mines of the cape","such that directly the necessary plant is in £ion. crushing and concentrating can",NA,NA,"crushing","myb",c(-74.83249, 39.09919)
"1574092","myb892179","myb",1917,"Sub Nigel Limited",NA,NA,NA,NA,NA,"western","30-stamp mill, tube-mill, and cyanide and slimes plants. During 1914",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"1574182","myb892209","myb",1917,"Sub Nigel Limited",2262982,NA,NA,NA,NA,"heidelberg","Crushing commenced December 18, 1909, on taking over the reduction works",NA,NA,"Crushing","myb",c(8.672434, 49.39875)
"1574206","myb892217","myb",1917,"Sub Nigel Limited",2262982,NA,NA,NA,NA,"heidelberg","32s. 6d. per ton; profit including sundry revenue 7s. 9d. per ton. For crushings",NA,NA,"crushing","myb",c(8.672434, 49.39875)
"1574490","myb892351","myb",1917,"Sucre Exploring Company Limited",714626,NA,NA,NA,NA,"sydney","cyanide plant commenced work July, 1912, and",NA,NA,"cyanid","myb",c(151.2093, -33.86882)
"1574809","myb892520","myb",1917,"Sulphide Corporation Limited",857551.2,NA,NA,NA,NA,"japan","The smeltery is situate on the Island of Shisakajima, 20 miles from the mine. The",NA,NA,"smelter","myb",c(138.2529, 36.20482)
"1575013","myb892587","myb",1917,"Surprise Gold Mining Company Limited",1429252,NA,NA,NA,NA,"rhodesia","Crushing commenced with",NA,NA,"Crushing","myb",c(-97.21348, 32.82943)
"1575019","myb892589","myb",1917,"Surprise Gold Mining Company Limited",1429252,NA,NA,NA,NA,"rhodesia","cyanide plant started",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"1575229","myb892659","myb",1917,"Surprise Gold Mining Company Limited",NA,NA,NA,NA,NA,"rhodesia","claims, together with 8-stamp mill, cyanide plant and slimes plant, machinery",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"1575262","myb892670","myb",1917,"Surprise Gold Mining Company Limited",285850.4,NA,NA,NA,NA,"rhodesia","fully-paid shares. Crushing commenced February,",NA,NA,"Crushing","myb",c(-97.21348, 32.82943)
"1575271","myb892673","myb",1917,"Surprise Gold Mining Company Limited",285850.4,NA,NA,NA,NA,"rhodesia","stamps were added and the cyanide plant extended.",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"1575429","myb893049","myb",1917,"Talisman Consoudated Limited",1643640,NA,NA,NA,NA,"new zealand","50-stamp mill, three tube mills, and cyanide plant are",NA,NA,"cyanid","myb",c(174.886, -40.90056)
"1575439","myb893054","myb",1917,"Talisman Consoudated Limited",1643640,NA,NA,NA,NA,"new zealand","21,175 tons value £50s. 8d. For crushings see table",NA,NA,"crushing","myb",c(174.886, -40.90056)
"1575555","myb893124","myb",1917,"Tanalyk Corporation Limited",2143878,NA,NA,NA,NA,"russia","of treating 7,000 to 8,000 tons monthly and a cyanide plant have been erected.",NA,NA,"cyanid","myb",c(105.3188, 61.52401)
"1576308","myb893403","myb",1917,"Tanganyika Concessions Limited",2382087,NA,NA,NA,NA,"salisbury","crushing plant, ten stamps of the mill taken over from the old company were",NA,NA,"crushing","myb",c(-75.59937, 38.36067)
"1576311","myb893404","myb",1917,"Tanganyika Concessions Limited",2382087,NA,NA,NA,NA,"salisbury","re-erected, and cyanide plant added and crushing commenced in September, 1905;",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"1576314","myb893405","myb",1917,"Tanganyika Concessions Limited",2382087,NA,NA,NA,NA,"salisbury","the new mill of 50 stamps, with cyanide plant, started work August, 1907. A slimes",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"1576317","myb893406","myb",1917,"Tanganyika Concessions Limited",2382087,NA,NA,NA,NA,"salisbury","plant has been added. Crushing was suspended from July, 1910, until August,",NA,NA,"Crushing","myb",c(-75.59937, 38.36067)
"1576335","myb893412","myb",1917,"Tanganyika Concessions Limited",2382087,NA,NA,NA,NA,"salisbury","and concentrates value £23,000. For crushings see table at commencement of volume.",NA,NA,"crushing","myb",c(-75.59937, 38.36067)
"1576848","myb893833","myb",1917,"Granville House Arundel I Strand W E",6875000,NA,NA,NA,NA,"copperhill","with the smelter at Copperhill by means of a railway. Sulphuric and nitric acid",NA,NA,"smelter","myb",c(-73.64866, 40.75516)
"1577028","myb893893","myb",1917,"Granville House Arundel I Strand W E",5955217,NA,NA,NA,NA,"huelva","1878 effected an amalgamation with the Huelva French Copper",NA,NA,"amalgamati","myb",c(-6.944722, 37.26142)
"1577064","myb893905","myb",1917,"Granville House Arundel I Strand W E",5955217,NA,NA,NA,NA,"glasgow","Twelve new mechanical roasting furnaces have been erected. The output",NA,NA,"roast","myb",c(-4.251806, 55.86424)
"1577335","myb894000","myb",1917,"Thistle Ena Gold Mnes Limited",595521.7,NA,NA,NA,NA,"chilian","plant consisting of Chilian mill and cyanide and slimes plants is erected on the Etna",NA,NA,"cyanid","myb",c(-71.54297, -35.67515)
"1577341","myb894003","myb",1917,"Thistle Ena Gold Mnes Limited",595521.7,NA,NA,NA,NA,"chilian","14,585 tons yielded £23,330; estimated profit £6,988. For crushings see Rhodesian",NA,NA,"crushing","myb",c(-71.54297, -35.67515)
"1577343","myb894004","myb",1917,"Thistle Ena Gold Mnes Limited",595521.7,NA,NA,NA,NA,"chilian","crushing tables at commencement of volume. Development work on the properties",NA,NA,"crushing","myb",c(-71.54297, -35.67515)
"1577453","myb894136","myb",1917,"Ticino Dredging And Development Co Ltd",190566.9,NA,NA,NA,NA,"cornwall","crushing and treating about 18,000 tons per annum",NA,NA,"crushing","myb",c(-5.052713, 50.26605)
"1577571","myb894449","myb",1917,"Titicaca Syndicate Limited",1667461,NA,NA,NA,NA,"argentine","which are held by the Tomboy Gold Mines Co. A 60-stamp mill, concentrating and cyanide plants are",NA,NA,"cyanid","myb",c(-63.61667, -38.4161)
"1577629","myb894498","myb",1917,"Tominil Mexican Mining Company Ltd",1191043,NA,NA,NA,NA,"durango","State of Durango, Mexico. A mill, two tube mills and cyanide plant are erected.",NA,NA,"cyanid","myb",c(-107.8801, 37.27528)
"1577631","myb894499","myb",1917,"Tominil Mexican Mining Company Ltd",1191043,NA,NA,NA,NA,"durango","The mill was remodelled during 1910 and commenced crushing February, 1911,",NA,NA,"crushing","myb",c(-107.8801, 37.27528)
"1577762","myb894604","myb",1917,"Tn Dredging Company",285850.4,NA,NA,NA,NA,"toronto","£42,449. A crushing plant consisting of two Nissen stamps, together with cyanide",NA,NA,"crushing","myb",c(-79.38318, 43.65323)
"1577813","myb894671","myb",1917,"Tough Oakes Gold Mines Limited",714626,NA,NA,NA,NA,"canada","A new 100 ton cyanide mill",NA,NA,"cyanid","myb",c(-106.3468, 56.13037)
"1578180","myb894828","myb",1917,"Transvaal And Natal Collieries Ltd",4704016,NA,NA,NA,NA,"salisbury","Registered July 10, 1911, and is an amalgamation of the British and Colonial",NA,NA,"amalgamati","myb",c(-75.59937, 38.36067)
"1578236","myb894842","myb",1917,"Transvaal And Natal Collieries Ltd",4704016,NA,NA,NA,NA,"rhodesia","worked, a 10-stamp mill and cyanide plant being at work. The main shaft is down",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"1578240","myb894843","myb",1917,"Transvaal And Natal Collieries Ltd",4704016,NA,NA,NA,NA,"rhodesia","to the fifth level 586 ft. . For crushings see Rhodesian crushing tables at commence",NA,NA,"crushing","myb",c(-97.21348, 32.82943)
"1579036","myb895041","myb",1917,"Transvaal And Natal Collieries Ltd",2382087,NA,NA,NA,NA,"transvaal","been opened up. A 5-stamp battery and cyanide plant have been erected.",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1579284","myb895102","myb",1917,"Transvaal And Natal Collieries Ltd",3049071,NA,NA,NA,NA,"transvaal","and cyanide and slimes plant, and in addition a ten-stamp battery and cyanide",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1579292","myb895104","myb",1917,"Transvaal And Natal Collieries Ltd",3049071,NA,NA,NA,NA,"transvaal","and cyanide plant on the Waalhoek mine. During 1915-16, 164,315 tons yielded",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1579300","myb895106","myb",1917,"Transvaal And Natal Collieries Ltd",3049071,NA,NA,NA,NA,"transvaal","1916 , 145,760 tons yielded £305,365; estimated profit £112,231. For crushings see",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1580588","myb895831","myb",1917,"Tronoh Mines Limited",857551.2,NA,NA,NA,NA,"british columbia","smelter commenced work",NA,NA,"smelter","myb",c(-127.6476, 53.72667)
"1580593","myb895836","myb",1917,"Tronoh Mines Limited",857551.2,NA,NA,NA,NA,"british columbia","customs smelter.",NA,NA,"smelter","myb",c(-127.6476, 53.72667)
"1581926","myb896400","myb",1917,"United African Explorations Limited",416865.2,NA,NA,NA,NA,"london","an amalgamation",NA,NA,"amalgamati","myb",c(-0.1277583, 51.50735)
"1582734","myb896695","myb",1917,"United Nat Na Collieries Limited",7.5e+07,NA,NA,NA,NA,"arizona","and Arizona, U.S.A., and Hidalgo, Mexico. Smelters are situate",NA,NA,"Smelter","myb",c(-111.0937, 34.04893)
"1582740","myb896698","myb",1917,"United Nat Na Collieries Limited",7.5e+07,NA,NA,NA,NA,"altoona","refinery and copper smelter",NA,NA,"smelter","myb",c(-78.39474, 40.51868)
"1582962","myb896809","myb",1917,"United Nat Na Collieries Limited",1500000,NA,NA,NA,NA,"bingham","to erect its own smelter, the old smelter having been closed down January, 1908,",NA,NA,"smelter","myb",c(-111.9465, 40.56378)
"1582966","myb896811","myb",1917,"United Nat Na Collieries Limited",1500000,NA,NA,NA,NA,"plant at international utah","Output for year 1915, 272,248, tons shipped to the smelter produced 8,836,091",NA,NA,"smelter","myb",c(-111.9048, 40.7815)
"1583221","myb896940","myb",1917,"Vaal River Gold Estates Limited",373987.6,NA,NA,NA,NA,"transvaal","together with 40-stamp mill and cyanide plant. Operations on this property are",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1583621","myb897280","myb",1917,"Tvan Ryn Deep",NA,NA,NA,NA,NA,"transvaal","Crushing commenced",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"1583633","myb897284","myb",1917,"Tvan Ryn Deep",NA,NA,NA,NA,NA,"transvaal","mill and cyanide plant were started. Another 80-stamp mill was acquired with",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1583651","myb897290","myb",1917,"Tvan Ryn Deep",NA,NA,NA,NA,NA,"transvaal","bringing the crushing capacity",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1584377","myb897735","myb",1917,"Villagarcia Lead Mine Limited",5053221,NA,NA,NA,NA,"springfield","the West Incline Shaft. Crushing commenced in January, 1905, and 180 stamps",NA,NA,"Crushing","myb",c(-89.65015, 39.78172)
"1584389","myb897739","myb",1917,"Villagarcia Lead Mine Limited",5053221,NA,NA,NA,NA,"springfield","£925,752; working profit £266,739. For crushings see table at commencement",NA,NA,"crushing","myb",c(-89.65015, 39.78172)
"1584563","myb897797","myb",1917,"Villagarcia Lead Mine Limited",2248690,NA,NA,NA,NA,"salisbury","60-stamp mill and cyanide plant, was acquired for 72,000 fully-paid shares, the",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"1584578","myb897802","myb",1917,"Villagarcia Lead Mine Limited",2248690,NA,NA,NA,NA,"salisbury","Crushing commenced in January, 1892, with 10 stamps, afterwards increased",NA,NA,"Crushing","myb",c(-75.59937, 38.36067)
"1584587","myb897805","myb",1917,"Villagarcia Lead Mine Limited",2248690,NA,NA,NA,NA,"salisbury","mills and cyanide and slimes plant. The Wemmer mine and mill were closed down",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"1584605","myb897811","myb",1917,"Villagarcia Lead Mine Limited",2248690,NA,NA,NA,NA,"salisbury","estimated working profit £160,576. For crushings see table at commencement",NA,NA,"crushing","myb",c(-75.59937, 38.36067)
"1584728","myb897858","myb",1917,"Viloro Syndicatei Limited",3096713,NA,NA,NA,NA,"swansea","K.C.B., and others and to carry on the business of smelters of and dealers in ores",NA,NA,"smelter","myb",c(-3.943646, 51.62144)
"1584927","myb897925","myb",1917,"Vogelstruis Estates",1428776,NA,NA,NA,NA,"western","to September, 1908, the mine was closed down. A 40-stamp battery, also cyanide",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"1584930","myb897926","myb",1917,"Vogelstruis Estates",1428776,NA,NA,NA,NA,"western","slimes plant were erected and crushing commenced January, 1910, but was sus",NA,NA,"crushing","myb",c(-95.71276, 37.09375)
"1585146","myb897998","myb",1917,"Vogelstruis Estates",1191043,NA,NA,NA,NA,"transvaal","A mill of 80 stamps and cyanide works were started in December, 1896, but",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1585152","myb898000","myb",1917,"Vogelstruis Estates",1191043,NA,NA,NA,NA,"transvaal","crushing was resumed in September, 1899, but owing to the Boer War, was sus",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1585155","myb898001","myb",1917,"Vogelstruis Estates",1191043,NA,NA,NA,NA,"transvaal","pended after nine days work. Crushing was again resumed in March, 1903. A",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"1585167","myb898005","myb",1917,"Vogelstruis Estates",1191043,NA,NA,NA,NA,"transvaal","per ton. For crushings see table at commencement of volume.",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1585370","myb898192","myb",1917,"Vry Heid Natal R A Llway",2382087,NA,NA,NA,NA,"new zealand","For crushings see table",NA,NA,"crushing","myb",c(174.886, -40.90056)
"1586066","myb898668","myb",1917,"Vvalter Scott Limited",428775.6,NA,NA,NA,NA,"rhodesia","distance of about 23 miles. A dry mill, equal to about 100 stamps with cyanide",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"1586074","myb898672","myb",1917,"Vvalter Scott Limited",428775.6,NA,NA,NA,NA,"rhodesia","ment costs . Ore reserves at April 30, 1916, 44,000 tons. For details of crushings",NA,NA,"crushing","myb",c(-97.21348, 32.82943)
"1586076","myb898673","myb",1917,"Vvalter Scott Limited",428775.6,NA,NA,NA,NA,"rhodesia","see Rhodesian crushing tables at commencement of volume.",NA,NA,"crushing","myb",c(-97.21348, 32.82943)
"1586658","myb898905","myb",1917,"Wassau Gold Coast Mining Company",1476894,NA,NA,NA,NA,"london","Crushing was commenced by the original company in 1896 and suspended in",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"1586664","myb898907","myb",1917,"Wassau Gold Coast Mining Company",1476894,NA,NA,NA,NA,"london","cyanide plant erected; crushing was resumed in January, 1904, and the cyanide plant",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"1586860","myb899446","myb",1917,"Wemyss Coal Company Limited",2382087,NA,NA,NA,NA,"london","amalgamation the preference shares are repayable",NA,NA,"amalgamati","myb",c(-0.1277583, 51.50735)
"1587603","myb899792","myb",1917,"West Rand Central Gold Mining Co Ltd",476417.3,NA,NA,NA,NA,"johannesburg","20-stamp mill and cyanide plant commenced work",NA,NA,"cyanid","myb",c(28.04731, -26.2041)
"1587642","myb899805","myb",1917,"West Rand Central Gold Mining Co Ltd",476417.3,NA,NA,NA,NA,"transvaal","of. For crushings see table",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1587816","myb899863","myb",1917,"West Rand Central Gold Mining Co Ltd",NA,NA,NA,NA,NA,"transvaal","for 1908 owning 683 claims and 60-stamp mill and cyanide plant , and West",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1587942","myb899905","myb",1917,"West Rand Central Gold Mining Co Ltd",NA,NA,NA,NA,NA,"transvaal","stamps, two tube mills and cyanide plant,",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1587944","myb899905","myb",1917,"West Rand Central Gold Mining Co Ltd",2275000,NA,NA,NA,NA,"transvaal","stamps, two tube mills and cyanide plant,",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1587954","myb899909","myb",1917,"West Rand Central Gold Mining Co Ltd",2275000,NA,NA,NA,NA,"transvaal","and six tube mills have since been added and the cyanide works extended, the",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1588752","myb900176","myb",1917,"West Rand Central Gold Mining Co Ltd",476417.3,NA,NA,NA,NA,"london","and erect upon the Tokosea Mine the mining, crushing and other",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"1588758","myb900178","myb",1917,"West Rand Central Gold Mining Co Ltd",476417.3,NA,NA,NA,NA,"london","mill 750 lbs. stamps with auxiliary crushing appliances, steam hoists, steam engines, pumps,",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"1588815","myb900197","myb",1917,"West Rand Central Gold Mining Co Ltd",476417.3,NA,NA,NA,NA,"london","London, &c. Crushing",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"1589567","myb900771","myb",1917,"William Dixon Limited",3573130,NA,NA,NA,NA,"salisbury","the Eiffel Blue claims, on which a 10-stamp mill is erected. For crushings see table at",NA,NA,"crushing","myb",c(-75.59937, 38.36067)
"1589575","myb900775","myb",1917,"William Dixon Limited",4764173,NA,NA,NA,NA,"salisbury","the scheme of amalgamation 300,000 fully-paid shares were allotted to the",NA,NA,"amalgamati","myb",c(-75.59937, 38.36067)
"1590307","myb901062","myb",1917,"Winnebah Properties Limited",2620295,NA,NA,NA,NA,"transvaal","Crushing commenced",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"1590316","myb901065","myb",1917,"Winnebah Properties Limited",2620295,NA,NA,NA,NA,"transvaal","June, 1904; the company has erected its own 245-stamp mill with cyanide and",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1590319","myb901066","myb",1917,"Winnebah Properties Limited",2620295,NA,NA,NA,NA,"transvaal","slimes plant, also five tube mills, and crushing resumed",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1590331","myb901070","myb",1917,"Winnebah Properties Limited",2620295,NA,NA,NA,NA,"transvaal","profit £160,282. For crushings see table",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1590703","myb901194","myb",1917,"Witwatersrand Deep Ltd",2262982,NA,NA,NA,NA,"transvaal","Crushing commenced in January, 1888, with a 50-stamp mill, and further",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"1590706","myb901195","myb",1917,"Witwatersrand Deep Ltd",2262982,NA,NA,NA,NA,"transvaal","50 stamps were afterwards added, but crushing was suspended in 1891 and the",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1590709","myb901196","myb",1917,"Witwatersrand Deep Ltd",2262982,NA,NA,NA,NA,"transvaal","mine developed and a new 120-stamp mill and cyanide plant erected, crushing",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1590727","myb901202","myb",1917,"Witwatersrand Deep Ltd",2262982,NA,NA,NA,NA,"johannesburg","For crushings see table at commencement of volume. Ore in sight at December 31,",NA,NA,"crushing","myb",c(28.04731, -26.2041)
"1591421","myb901438","myb",1917,"Wolhuter Gold Mining Company Limited",4097189,NA,NA,NA,NA,"transvaal","Crushing commenced in February, 1888. A new 50-stamp battery and cyanide",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"1591429","myb901440","myb",1917,"Wolhuter Gold Mining Company Limited",4097189,NA,NA,NA,NA,"transvaal","cyanide and slimes plant. In August, 1905, the mill was destroyed by fire, and",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1591433","myb901441","myb",1917,"Wolhuter Gold Mining Company Limited",4097189,NA,NA,NA,NA,"transvaal","a new mill of 120 stamps has been erected, also cyanide works and four tube mills;",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"1591437","myb901442","myb",1917,"Wolhuter Gold Mining Company Limited",4097189,NA,NA,NA,NA,"london","crushing was resumed in February, 1906. During 1914-15, 406,050 tons yielded",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"1591445","myb901444","myb",1917,"Wolhuter Gold Mining Company Limited",4097189,NA,NA,NA,NA,"london","£531,382; profit £161,223, or 7s. 7d. per ton. For crushings see table at commence",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"1592218","myb901846","myb",1917,"Yuanmi Gold Mines Ltd",1667461,NA,NA,NA,NA,"western","3rd, 5th, and 6th Levels. See Australasian crushing tables at commencement of volume.",NA,NA,"crushing","myb",c(-95.71276, 37.09375)
"1592228","myb901851","myb",1917,"Yuanmi Gold Mines Ltd",1667461,NA,NA,NA,NA,"western","20 stamp mill and cyanide plant, &c. During the latter part of 1912, property",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"1592232","myb901853","myb",1917,"Yuanmi Gold Mines Ltd",1667461,NA,NA,NA,NA,"western","The purchase included a 10-stamp mill with power and cyanide plant. Total",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"1592329","myb901930","myb",1917,"Zaaiplaats Tin Mining Company Limited",303716.1,NA,NA,NA,NA,"transvaal","tube mills and slimes plant are erected; crushing commenced February 8, 1909.",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"1593001","myb902837","myb",1917,"Zinc Corporation Limited",2739400,NA,NA,NA,NA,"broken","lode and a zinc lode, and up to the time of amalgamation, work had chiefly",NA,NA,"amalgamati","myb",c(-95.78139, 36.0629)
"1593009","myb902841","myb",1917,"Zinc Corporation Limited",2739400,NA,NA,NA,NA,"broken","amalgamation was carried through to enable the works to treat the output of the",NA,NA,"amalgamati","myb",c(-95.78139, 36.0629)
"1593051","myb902862","myb",1917,"Zinc Corporation Limited",2739400,NA,NA,NA,NA,"broken","Smelters Associated Proprietary, Ltd., the Zinc Producers Association Proprietary,",NA,NA,"Smelter","myb",c(-95.78139, 36.0629)
"1593141","myb902907","myb",1917,"Zinc Corporation Limited",2739400,NA,NA,NA,NA,"broken","Broken Hill Associated Smelters Proprietary, Ltd.,",NA,NA,"Smelter","myb",c(-95.78139, 36.0629)
"1593301","myb902987","myb",1917,"Zinc Corporation Limited",476417.3,NA,NA,NA,NA,"broken","British Broken Hill, Broken Hill Assoc. Smelters, Broken Hill Junction Lead,",NA,NA,"Smelter","myb",c(-95.78139, 36.0629)
"1593473","myb954050","myb",1919,"Aabada Trust Ltd",664010.6241,"february","registered",NA,"board","london","Registered Februa.ry 24, 1909, and is an amalgamation of the Abbontiakoon","february, r","february, registered","amalgamati","myb",c(-0.1277583, 51.5073509)
"1593509","myb954059","myb",1919,"Aabada Trust Ltd",3541389.995,NA,NA,NA,NA,"london","Government Railway. Ball mills and cyanide plant were erected but were",NA,NA,"cyanid","myb",c(-0.1277583, 51.5073509)
"1593549","myb954069","myb",1919,"Aabada Trust Ltd",3541389.995,NA,NA,NA,NA,"london","value 399 dwts. For particulars of crushing returns see West African Crushing",NA,NA,"crushing","myb",c(-0.1277583, 51.5073509)
"1593699","myb954112","myb",1919,"Abossodgold Mining Co I Ltd",1770694.998,NA,NA,NA,NA,"transvaal","A 20-stamp mill and cyanide plant started work in March, 1905, and a further 30",NA,NA,"cyanid","myb",c(-81.1830974, 43.2325617)
"1593723","myb954124","myb",1919,"Abossodgold Mining Co I Ltd",1770694.998,NA,NA,NA,NA,"transvaal","For details of crushings see West African Crushing tables at commencement of",NA,NA,"crushing","myb",c(-81.1830974, 43.2325617)
"1594132","myb954454","myb",1919,"Akoko Gold Mines And Estates Ltd",132802.1248,NA,NA,NA,NA,"london","cyanide plant.",NA,NA,"cyanid","myb",c(-0.1277583, 51.5073509)
"1594383","myb954540","myb",1919,"Aladdin Cobalt Ltd",1e+06,NA,NA,NA,NA,"alaska","The purchase consideration was 120,000 fully-paid shares. Crushing was com",NA,NA,"Crushing","myb",c(-149.4936733, 64.2008413)
"1594389","myb954542","myb",1919,"Aladdin Cobalt Ltd",1e+06,NA,NA,NA,NA,"alaska","The cyanide plant is owned jointly by the Alaska Treadwell, Alaska United and",NA,NA,"cyanid","myb",c(-149.4936733, 64.2008413)
"1594407","myb954548","myb",1919,"Aladdin Cobalt Ltd",1e+06,NA,NA,NA,NA,"alaska","157,000 tons value $ 1.80 per ton. The proposed scheme for amalgamation with",NA,NA,"amalgamati","myb",c(-149.4936733, 64.2008413)
"1594503","myb954580","myb",1919,"Aladdin Cobalt Ltd",5e+06,NA,NA,NA,NA,"alaska","and steam, and 300 worked by water and electricity. The cyanide plant is owned",NA,NA,"cyanid","myb",c(-149.4936733, 64.2008413)
"1594527","myb954588","myb",1919,"Aladdin Cobalt Ltd",5e+06,NA,NA,NA,NA,"alaska","followed; the proposed amalgamation with Alaska Mexican and Alaska United",NA,NA,"amalgamati","myb",c(-149.4936733, 64.2008413)
"1594623","myb954620","myb",1919,"Aladdin Cobalt Ltd",5e+06,NA,NA,NA,NA,"alaska","properties. Crushing commenced in November, 1898; 150 stamps are erected",NA,NA,"Crushing","myb",c(-149.4936733, 64.2008413)
"1594626","myb954621","myb",1919,"Aladdin Cobalt Ltd",5e+06,NA,NA,NA,NA,"alaska","on the Ready Bullion mine and 150 stamps on the 700 Foot mine. The cyanide",NA,NA,"cyanid","myb",c(-149.4936733, 64.2008413)
"1595200","myb954776","myb",1919,"Amalgamated Slate Associationi Ltd",1328021.248,NA,NA,NA,NA,"australia","Separation, Ltd., owning similar flotation processes, it was decided to amalgamate",NA,NA,"flotat","myb",c(133.775136, -25.274398)
"1595368","myb954818","myb",1919,"Amalgamated Slate Associationi Ltd",2213368.747,NA,NA,NA,NA,"newhouse","Proprietary, Ltd., 10,000 Barrier Roaster shares, 3,500 shares Metals Prospect",NA,NA,"Roast","myb",c(-76.1351627, 43.0398675)
"1595484","myb954842","myb",1919,"Amalgamated Slate Associationi Ltd",1.15e+08,NA,NA,NA,NA,"mexico","assure ore supplies for the smelters; also a controlling interest in the American",NA,NA,"smelter","myb",c(-102.552784, 23.634501)
