"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","name","srch","temp","geometry"
"1595616","myb954875","myb",1919,"Amalgamated Slate Associationi Ltd",1.15e+08,NA,NA,NA,NA,"broadway","Accounts As the entire common stock of the American Smelters Securities Co.",NA,NA,"Smelter","myb",c(-94.7053013, 37.3961631)
"1595835","myb954939","myb",1919,"Anaconda Copper Mining Co",NA,NA,NA,NA,NA,"miami","smeltery at Miami, Arizona. The smeltery at Tooele, Utah, and the new",NA,NA,"smelter","myb",c(-80.1917902, 25.7616798)
"1595840","myb954940","myb",1919,"Anaconda Copper Mining Co",NA,NA,NA,NA,NA,"miami","smeltery at Miami, Arizona, were subsequently transferred to the International",NA,NA,"smelter","myb",c(-80.1917902, 25.7616798)
"1595985","myb954969","myb",1919,"Anaconda Copper Mining Co",NA,NA,NA,NA,NA,"refinery at great falls having become","kept as a stand-by in case of emergency , installation of new roasting plant",NA,NA,"roast","myb",c(-111.2905655, 47.5238418)
"1595995","myb954971","myb",1919,"Anaconda Copper Mining Co",5e+07,NA,NA,NA,NA,"refinery at great falls having become","15,000 tons daily, and introduction of flotation process. The electrolytic copper",NA,NA,"flotat","myb",c(-111.2905655, 47.5238418)
"1596200","myb955012","myb",1919,"Anaconda Copper Mining Co",1e+07,NA,NA,NA,NA,"santiago","$30,000,000 in March, 1910, to carry through the scheme of amalgamation referred",NA,NA,"amalgamati","myb",c(-70.6692655, -33.4488897)
"1597099","myb955577","myb",1919,"Anglo French Transvaal Navigation Coal",1770694.998,NA,NA,NA,NA,"rhodesia","A reduction plant dry crushing and all roasting with a capacity of 4,000 tons",NA,NA,"crushing","myb",c(-97.2134822, 32.8294337)
"1597105","myb955583","myb",1919,"Anglo French Transvaal Navigation Coal",1770694.998,NA,NA,NA,NA,"rhodesia","particulars of monthly crushings during 1918 see Rhodesian crushing tables at",NA,NA,"crushing","myb",c(-97.2134822, 32.8294337)
"1597386","myb955820","myb",1919,"Ore Concentration Co Ltd",597609.5617,NA,NA,NA,NA,"morenci","oil flotation process for the recovery of copper from the tailings has been adopted.",NA,NA,"flotat","myb",c(-109.3280282, 33.0508859)
"1597940","myb955970","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","including the Obuasi workings and Justices. Crushing is in pro",NA,NA,"Crushing","myb",c(-118.4263048, 34.1474868)
"1597945","myb955971","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","gress, 50 stamps being erected, also cyanide plant. The ordinary wet crushing",NA,NA,"cyanid","myb",c(-118.4263048, 34.1474868)
"1597950","myb955972","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","and amalgamation process, not being suitable, was discarded some years ago. The",NA,NA,"amalgamati","myb",c(-118.4263048, 34.1474868)
"1597955","myb955973","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","principal reduction works now consist of a. seven-unit dry crushing and roasting",NA,NA,"crushing","myb",c(-118.4263048, 34.1474868)
"1597960","myb955974","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","plant with cyanidation, and a slimes treatment plant in conjunction with which",NA,NA,"cyanid","myb",c(-118.4263048, 34.1474868)
"1597995","myb955981","myb",1919,"Ashanti Development Ltd",NA,NA,NA,NA,NA,"over s of the","£464,102. For crushings see table at commencement 0 volume. Ore reserves at.",NA,NA,"crushing","myb",c(-118.4263048, 34.1474868)
"1598400","myb956162","myb",1919,"Asp Gold Mining Co I Ltd",NA,NA,NA,NA,NA,"ontario","24s. 7d. per ton. For monthly returns see Australasian Crushing table at com",NA,NA,"Crushing","myb",c(-85.323214, 51.253775)
"1598649","myb956243","myb",1919,"Asp Gold Mining Co I Ltd",NA,NA,NA,NA,NA,"kalgoorlie","was closed down in June, 1918, but crushing is expected to be resumed early in",NA,NA,"crushing","myb",c(121.466, -30.749)
"1598652","myb956244","myb",1919,"Asp Gold Mining Co I Ltd",NA,NA,NA,NA,NA,"kalgoorlie","1919. See Australasian Crushing Returns at commencement of volume.",NA,NA,"Crushing","myb",c(121.466, -30.749)
"1599183","myb956350","myb",1919,"Association Miniere",1328021.248,NA,NA,NA,NA,"johannesburg","Crushing commenced on January 1, 1892. The mine was shut down in Apri1,1894.",NA,NA,"Crushing","myb",c(28.0473051, -26.2041028)
"1599188","myb956351","myb",1919,"Association Miniere",1328021.248,NA,NA,NA,NA,"johannesburg","Crushing was resumed February, 1899, and stopped on commencement of the Boer",NA,NA,"Crushing","myb",c(28.0473051, -26.2041028)
"1599193","myb956352","myb",1919,"Association Miniere",1328021.248,NA,NA,NA,NA,"transvaal","war, and again resumed in August, 1908. An 80-stamp mill, one tube mill,and cyanide",NA,NA,"cyanid","myb",c(-81.1830974, 43.2325617)
"1599218","myb956357","myb",1919,"Association Miniere",1328021.248,NA,NA,NA,NA,"transvaal","details of returns see Transvaal crushing tables at commencement of volume.",NA,NA,"crushing","myb",c(-81.1830974, 43.2325617)
"1599403","myb956392","myb",1919,"Association Miniere",NA,NA,NA,NA,NA,"federated malay states","interested in the flotation of Kampong Kamunting Tin Dredging, Ltd., K amuutmg",NA,NA,"flotat","myb",c(-3.7837117, 52.1306607)
"1599523","myb956416","myb",1919,"Association Miniere",442673.7494,NA,NA,NA,NA,"durango","as to the new plant to be erected, the ore has been shipped to smelters, but owing",NA,NA,"smelter","myb",c(-107.8800667, 37.27528)
"1599673","myb956452","myb",1919,"B H Syndicate Ltd",885347.4988,NA,NA,NA,NA,"nicaragua","stamp battery and cyanide and slimes plant have been erected. ,",NA,NA,"cyanid","myb",c(-85.207229, 12.865416)
"1599736","myb956473","myb",1919,"B H Syndicate Ltd",885347.4988,NA,NA,NA,NA,"durango","water-rights, &c. A 40-stamp mill and cyanide plant are erected, but owing to",NA,NA,"cyanid","myb",c(-107.8800667, 37.27528)
"1599886","myb956521","myb",1919,"B H Syndicate Ltd",NA,NA,NA,NA,NA,"mysore","4 Crushing with 10 stamps commenced in December, 1898; 30 stamps and",NA,NA,"Crushing","myb",c(76.6393805, 12.2958104)
"1599889","myb956522","myb",1919,"B H Syndicate Ltd",NA,NA,NA,NA,NA,"mysore","cyanide plant are now at work, and 15 older stamps are in reserve.",NA,NA,"cyanid","myb",c(76.6393805, 12.2958104)
"1599901","myb956526","myb",1919,"B H Syndicate Ltd",NA,NA,NA,NA,NA,"mysore","crushing returns ace Indian Crushing Tables at commencement of volume. Ore",NA,NA,"crushing","myb",c(76.6393805, 12.2958104)
"1600063","myb956616","myb",1919,"Baldwins Limited",17706949.98,NA,NA,NA,NA,"birmingham","tion or amalgamation. Interest is payable January 1 and July 1. In April,",NA,NA,"amalgamati","myb",c(-86.8103567, 33.5185892)
"1600203","myb956769","myb",1919,"Baluchistan Chrome Co Ltd",730411.6865,NA,NA,NA,NA,"florida","A 100-stamp battery, three tube mills, cyanide andslimes plant, and Butters",NA,NA,"cyanid","myb",c(-81.5157535, 27.6648274)
"1600205","myb956770","myb",1919,"Baluchistan Chrome Co Ltd",730411.6865,NA,NA,NA,NA,"florida","Filter plant with a total capacity of 30,000 tons monthly are erected; crushing",NA,NA,"crushing","myb",c(-81.5157535, 27.6648274)
"1600213","myb956774","myb",1919,"Baluchistan Chrome Co Ltd",730411.6865,NA,NA,NA,NA,"florida","£268,433 ; estimated profit £14,286. For crushings see table atcommencement 0",NA,NA,"crushing","myb",c(-81.5157535, 27.6648274)
"1600527","myb956908","myb",1919,"Barramia Mining And Exploration Ltd",243470.5622,NA,NA,NA,NA,"london","in values, operations were suspended. A cyanide plant to treat the tailings,",NA,NA,"cyanid","myb",c(-0.1277583, 51.5073509)
"1600683","myb956947","myb",1919,"Barramia Mining And Exploration Ltd",NA,NA,NA,NA,NA,"hermosillo","cyanidation plant commenced work August, 1910, but to ensure a better extrac",NA,NA,"cyanid","myb",c(-110.9559192, 29.0729673)
"1600691","myb956949","myb",1919,"Barramia Mining And Exploration Ltd",NA,NA,NA,NA,NA,"hermosillo","smelter at Douglas. Operations, suspended June, 1913, owing to revolution, were",NA,NA,"smelter","myb",c(-110.9559192, 29.0729673)
"1600815","myb956980","myb",1919,"Barramia Mining And Exploration Ltd",1106684.374,NA,NA,NA,NA,"barberton","ore is now treated by direct cyanide process.",NA,NA,"cyanid","myb",c(-81.6051221, 41.012833)
"1600823","myb956982","myb",1919,"Barramia Mining And Exploration Ltd",1106684.374,NA,NA,NA,NA,"barberton","3,162 ozs. gold, value £13,181, at a cost of 7s. 4d. per ton. For crushings see",NA,NA,"crushing","myb",c(-81.6051221, 41.012833)
"1601269","myb957134","myb",1919,"Light Railway Works Gardiff England",531208.4993,NA,NA,NA,NA,"cornwall","Four shafts are sunk. The crushing plant consists of 176 stamps.",NA,NA,"crushing","myb",c(-5.0527125, 50.2660471)
"1601719","myb957514","myb",1919,"Bedwas Navigation Colliery Co Ltd",NA,NA,NA,NA,NA,"bolivia","acquired. Crushing is in progress with a 10-stamp mill.",NA,NA,"Crushing","myb",c(-63.588653, -16.290154)
"1601879","myb957594","myb",1919,"Besshi Copper Mine",4426.737494,NA,NA,NA,NA,"london","started work May, 1912, but additions have been made and the crushing plant now",NA,NA,"crushing","myb",c(-0.1277583, 51.5073509)
"1601959","myb957632","myb",1919,"Besshi Copper Mine",4426.737494,NA,NA,NA,NA,"new zealand","781 acres. A 30-stamp mill and cyanide plant are erected, and crushing com",NA,NA,"cyanid","myb",c(174.885971, -40.900557)
"1602182","myb957758","myb",1919,"Btlax Fer Quarries Ltd",354138.9995,NA,NA,NA,NA,"broken","with the result that the option was exercised. The estimate of ore F1elder s Hill in sight at approximates 138,000 tons and in addition the diamond drill has proved further large masses of payable 01 . A 20-stamp mill and slimes plant have been erected. Crushing commenced Junc, 1913, and was in progress up to August, 1914, When, owing to the outbreak of the European war, operations were",NA,NA,"Crushing","myb",c(-95.7813885, 36.0628961)
"1602457","myb957843","myb",1919,"Bolckow Vaughan And Co Ltd",276671.0934,NA,NA,NA,NA,"california","Oulput During 1916, 290,000 tons were sent to the smelter and 11,000 tons",NA,NA,"smelter","myb",c(-119.4179324, 36.778261)
"1602976","myb958001","myb",1919,"Braden Copper Co",NA,"graham","e","r","superintendent","broadway","Mine Superintendent E. R. Graham. I Smelter 8uper1ntendent W. L. Stevens.","graham, e r","graham, er","Smelter","myb",c(-94.7053013, 37.3961631)
"1603021","myb958010","myb",1919,"Braden Copper Co",2332030,NA,NA,NA,NA,"rancagua","5,000 tons daily is erected, also oil flotation, smelting and hydro-electric power",NA,NA,"flotat","myb",c(-70.7406259, -34.1701324)
"1603456","myb958085","myb",1919,"Braden Copper Co",NA,NA,NA,NA,NA,"transvaal","Crushing commenced June, 1911. The reduction plant consists of 160 stamps",NA,NA,"Crushing","myb",c(-81.1830974, 43.2325617)
"1603461","myb958086","myb",1919,"Braden Copper Co",NA,NA,NA,NA,NA,"transvaal","of 2,000 lbs. each, cyanide plant and 12 tube mills, with a capacity of 75,000",NA,NA,"cyanid","myb",c(-81.1830974, 43.2325617)
"1603496","myb958093","myb",1919,"Braden Copper Co",NA,NA,NA,NA,NA,"transvaal","by the Victoria Falls and Transvaal Power Co., Ltd. For monthly crushing",NA,NA,"crushing","myb",c(-81.1830974, 43.2325617)
"1603799","myb958322","myb",1919,"Britannic Merthyr Coal Co Ltd",1500664.01,NA,NA,NA,NA,"quebec","A smelter is being erected about a mile south of the Murray mine, and the",NA,NA,"smelter","myb",c(-71.2079809, 46.8138783)
"1603869","myb958352","myb",1919,"Britannic Merthyr Coal Co Ltd",1500664.01,NA,NA,NA,NA,"broken","ciated Smelters Proprietary, Ltd., who will deal with the lead concentrates.",NA,NA,"Smelter","myb",c(-95.7813885, 36.0628961)
"1604083","myb958452","myb",1919,"British Cyanides Co Ltd",NA,NA,NA,NA,NA,"london","Telegrams: Cyanides, Oldbury; Cyanobrit, London. Phone: 6273 Central.",NA,NA,"Cyanid","myb",c(-0.1277583, 51.5073509)
"1604089","myb958454","myb",1919,"British Cyanides Co Ltd",NA,NA,NA,NA,NA,"london","registered in 1894, carrying on business as cyanide manufacturers, &c., at Oldbury,",NA,NA,"cyanid","myb",c(-0.1277583, 51.5073509)
"1604485","myb958747","myb",1919,"British Ore Trading And Transport Co Ltd",39840637.45,NA,NA,NA,NA,"western","Western Rhodesia, is now administered as one territory; the amalgamation took",NA,NA,"amalgamati","myb",c(-95.7127622, 37.0937489)
"1604569","myb958789","myb",1919,"British Ore Trading And Transport Co Ltd",39840637.45,NA,NA,NA,NA,"chrome","output is declared monthly see Rhodesian Crushings and Gold Output tables . In addition to gold, considerable quantities of copper, chrome iron. coal, lead,",NA,NA,"Crushing","myb",c(-95.9674474, 36.1738537)
"1604773","myb958888","myb",1919,"Development Co Ltd",664010.6241,NA,NA,NA,NA,"broken","and the smelter and refinery now has a capicity of 175,000 tons of lead and",NA,NA,"smelter","myb",c(-95.7813885, 36.0628961)
"1604807","myb958905","myb",1919,"Development Co Ltd",664010.6241,NA,NA,NA,NA,"wales","Hill, Barrier Ranges, New South Wales. Crushing and concentrating machinery",NA,NA,"Crushing","myb",c(-3.7837117, 52.1306607)
"1604935","myb958926","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"wales","Ltd., for £912,000, in 96,000 £10 shares, paid up to £9 10s. each. Crushing and",NA,NA,"Crushing","myb",c(-3.7837117, 52.1306607)
"1604943","myb958927","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"wales","concentrating works are erected and ajflotation plant has been added for the joint",NA,NA,"flotat","myb",c(-3.7837117, 52.1306607)
"1604947","myb958927","myb",1919,"Broken Hill Proprietary Block Co Ltd",1106684.374,NA,NA,NA,NA,"wales","concentrating works are erected and ajflotation plant has been added for the joint",NA,NA,"flotat","myb",c(-3.7837117, 52.1306607)
"1605455","myb958987","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"broken","A flotation plant has been installed at the Block 10 mine for the joint treatment",NA,NA,"flotat","myb",c(-95.7813885, 36.0628961)
"1605959","myb959046","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"australia","Smelters Proprietary, Ltd., for £300,000 cash and 200,000 fully-paid £1 shares.",NA,NA,"Smelter","myb",c(133.775136, -25.274398)
"1605983","myb959049","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"broken","tailing: reground produced 2,723 tons concentrates; the zinc flotation plant",NA,NA,"flotat","myb",c(-95.7813885, 36.0628961)
"1605991","myb959050","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"broken","produced 36,630 tons zinc concentrates, and the slimes flotation plant 8,161 tons",NA,NA,"flotat","myb",c(-95.7813885, 36.0628961)
"1606103","myb959064","myb",1919,"Broken Hill Proprietary Block Co Ltd",NA,NA,NA,NA,NA,"newcastle","the mines to the jetty, where crushing and loading plant has been erected.",NA,NA,"crushing","myb",c(-1.61778, 54.978252)
"1606126","myb959085","myb",1919,"L Nd N Frei K Dutton Lionel Robinson W H Woodhead",NA,NA,NA,NA,NA,"australia","and Zinc Smelters at Port Pirie South Australia ; Flux Mines at Port",NA,NA,"Smelter","myb",c(133.775136, -25.274398)
"1606149","myb959099","myb",1919,"Of Tons Of Lead Tons Of Spelter To",NA,NA,NA,NA,NA,"broken","THIS Company owns Lead Smelters the largest in the world , Silver Refinery",NA,NA,"Smelter","myb",c(-95.7813885, 36.0628961)
"1606226","myb959182","myb",1919,"Copper Hardened",1416555.998,NA,NA,NA,NA,"broken","Smelter-s Proprietary, Ltd. £845,546.",NA,NA,"Smelter","myb",c(-95.7813885, 36.0628961)
"1606267","myb959206","myb",1919,"Broken Hill South Ltd",NA,NA,NA,NA,NA,"wales","tailings by the Amalgamated Zinc De Bava v s , Ltd. A selective flotation plant",NA,NA,"flotat","myb",c(-3.7837117, 52.1306607)
"1606295","myb959220","myb",1919,"Broken Hill South Ltd",NA,NA,NA,NA,NA,"broken","£200,000 to the funds of a new company see Broken Hill Associated Smelters",NA,NA,"Smelter","myb",c(-95.7813885, 36.0628961)
"1606498","myb959398","myb",1919,"Browhead Copper Mining Co Ltd",1460823.373,NA,NA,NA,NA,"chihuahua","smelter at Chihuahua.",NA,NA,"smelter","myb",c(-105.7820674, 28.4854458)
"1606533","myb959423","myb",1919,"Buffalo Mines Limited",5e+05,NA,NA,NA,NA,"ontario","mill and cyanide plant are erected. During 1916, the entire plant was remodelled",NA,NA,"cyanid","myb",c(-85.323214, 51.253775)
"1606536","myb959424","myb",1919,"Buffalo Mines Limited",5e+05,NA,NA,NA,NA,"ontario","and a flotation plant added.",NA,NA,"flotat","myb",c(-85.323214, 51.253775)
"1606725","myb959485","myb",1919,"Bullf Inch Proprietary L Fdt",NA,NA,NA,NA,NA,"kalgoorlie","a capacity of 6,000 tons monthly; crushing commenced February 15, 1913.",NA,NA,"crushing","myb",c(121.466, -30.749)
"1606737","myb959489","myb",1919,"Bullf Inch Proprietary L Fdt",NA,NA,NA,NA,NA,"kalgoorlie","value 21s. 9d. per ton; at December 31, 1917, 79,237 tons value 21s. per ton. I E7 partiulars of crushing see lafiles at commencement 0 volume.",NA,NA,"crushing","myb",c(121.466, -30.749)
"1607045","myb959588","myb",1919,"Burma Ruby Mines Limited",885347.4988,NA,NA,NA,NA,"london","£1 shares for property, and £50,000 in debenture stock since repaid for smelter,",NA,NA,"smelter","myb",c(-0.1277583, 51.5073509)
"1607057","myb959594","myb",1919,"Burma Ruby Mines Limited",885347.4988,NA,NA,NA,NA,"london","pany s smeltery at Nam Tu, thirteen miles distant, and the Burma Railways at",NA,NA,"smelter","myb",c(-0.1277583, 51.5073509)
"1607061","myb959596","myb",1919,"Burma Ruby Mines Limited",885347.4988,NA,NA,NA,NA,"london","necessary roasting plant and refinery, concentration plant for testing purposes,",NA,NA,"roast","myb",c(-0.1277583, 51.5073509)
"1608177","myb959856","myb",1919,"H Clements Lane London E C",9e+06,NA,NA,NA,NA,"bisbee","perties, area 2,068 acres, at Bisbee, Warren District, Arizona, U.S.A. The smelter",NA,NA,"smelter","myb",c(-109.9284084, 31.4481547)
"1608202","myb959861","myb",1919,"H Clements Lane London E C",9e+06,NA,NA,NA,NA,"tacoma","roasting and leaching plant has been erected for the New Cornelia C0. During",NA,NA,"roast","myb",c(-122.4442906, 47.2528768)
"1608652","myb959950","myb",1919,"San Antonio De Esquilache Peru Mines",2733510.403,NA,NA,NA,NA,"london","37s. 6d. per ton. A plant six ball mills, six roasting furnaces and slimes plant",NA,NA,"roast","myb",c(-0.1277583, 51.5073509)
"1609109","myb960067","myb",1919,"Camp Bird Ltd",3e+06,NA,NA,NA,NA,"pachuca","Crushing was in progress with 70 stamps and cyanide plant until March, 1906,",NA,NA,"Crushing","myb",c(-98.7591311, 20.1010608)
