id,type,year,text
566,person,1909,"couldrey, paul s, rossland, british columbia."
567,cia,1909,"le roi no., ltd"
568,person,1909,"courtneyc. f, queen street, melbourne."
569,cia,1909,"sulphide ltd. , ltd"
570,person,1909,"cox, prof. s. h, oakwood court, kennington, w."
571,cia,1909,"west canadian deep leads, ltd"
572,person,1909,"cox, william, ouray, colorado, u.s.a."
573,cia,1909,"camp bird, ltd"
574,person,1909,"coxon, h. s, enkeldoorn, transvaal."
575,cia,1909,"bushveld tin mines, ltd"
576,person,1909,"cragoe,a. spensir, paraal, chihuahua, mexico."
577,cia,1909,"gladys proprietary gold mines, ltd"
578,person,1909,"craig. j. m, finsbury pavement house, london"
579,cia,1909,"kopermyntransvaal , ltd"
580,person,1909,"craig. j. w, box, germiston, transvaal."
581,cia,1909,"knights deep, ltd"
582,cia,1909,"simmer and jack east, ltd"
584,person,1909,"craven, robert h, santa vittoria, sestri levante, italy."
585,cia,1909,libiola copper mining ltd t ltd
586,person,1909,"crawford, b. m."
587,cia,1909,clifton arirona copper ltd
588,person,1909,"craee. john. zeehan, tasmania."
589,cia,1909,"zeehan montana mine, ltd"
590,cia,1909,"zeehanwestern, ltd"
591,person,1909,"creswick, wilfred, new sharlston collieries, near wakefield, yorks."
592,cia,1909,new sharlston collieries ltd
593,person,1909,"crighton, h. o, kinta. perak. straits settlements."
594,cia,1909,"fusing lama tin mines, ltd"
595,person,1909,"crocker, c. e, kalgoorlie, west australia."
596,cia,1909,"kalgoorlie electric power and lighting ccrpn, ltd"
597,person,1909,"croft, henry,"
598,cia,1909,vancouver copper ltd
599,person,1909,"crosley, william, prestea, go d coast colony,"
600,cia,1909,"battlefieldsrhodesia , ltd"
601,person,1909,"crobb, e, gympie, queensland."
602,cia,1909,last oriental and glanmire gold mining ltd
603,person,1909,"croudaoe, frank h. l, lambtoiand burwood collieries, niar newcastle, n.s.w,"
604,cia,1909,scottish australian mining ltd
605,person,1909,"cullen, matthew spring , transvaal."
606,cia,1909,"clydesdaletransvaalcollieries, ltd"
607,person,1909,"cundy, j. m, ai, salisbury house, london"
608,cia,1909,ocean coal ltd
609,person,1909,"cumow, robert, nigel, heidelburg, transvaal."
610,cia,1909,nigel gold mining ltd
611,person,1909,"currie, walter, box aao, bulawayo."
612,cia,1909,chicago gaika development ltd
613,cia,1909,matabele central estates ltd
614,cia,1909,surprise gold mining ltd
615,cia,1909,wuloufrhby s consolidated ltd
616,person,1909,"currie, william m rinta perak, straits settlements."
617,cia,1909,"pusing lama tin mines, ltd"
618,cia,1909,"pusing bharu tin mines, ltd"
619,cia,1909,"siputeh tin mines, ltd"
620,person,1909,"cutten bros, capel house, new broad street, e.c, and dimedin, n.z."
621,cia,1909,"brahmini gold dredging synd, ltd"
622,person,1909,"dablm, andre,i, rue des petits chamns, paris,"
623,cia,1909,new anglo french general finance ltd
624,person,1909,"daldy, w, e, thames, new zealand."
625,cia,1909,"arrindell syndicate, ltd"
626,person,1909,"dam ant, g. c, grootfontein, sabie, transvaal."
627,cia,1909,"glynn s lydenburg, ltd"
628,person,1909,"daniel, daniel, crynant, near neath, glam."
629,cia,1909,crynant colliery ltd
630,person,1909,"davey, e, indarama mine, hartley district, rhodesia."
631,cia,1909,indarama gold mining ltd
632,person,1909,"davidson, alexander, benoni, east rand, transvaal."
633,cia,1909,new kleinfontein ltd
634,person,1909,"davies, d. w pwllbach colliery, ystalyfera, glam."
635,cia,1909,pwllbach colliery ltd
636,person,1909,"davies, david f, new cross hands colliery, cross hands, carmarthenshire."
637,cia,1909,"new cross hands colliery, ltd"
638,person,1909,"davies, e. ll, gwaunclawdd colliery, abercrave, breconshire."
639,cia,1909,gwaunclawdd abercrave colliery ltd
640,person,1909,"davies, e. t, wynnstay collieries, ruabon, wales."
641,cia,1909,"wynnstay collieries, ltd"
642,person,1909,"davies, edward, hendre mines, rhydymwym, mold, flintshire."
643,cia,1909,north hendre lead mining ltd
644,person,1909,"davies. j, new cwmgorse, gwaun cae gurwen, glam."
645,cia,1909,new cwmgorse collierv ltd
646,person,1909,"davies, john, cleveland, transvaal."
647,cia,1909,"geldenhuis deep, ltd"
648,person,1909,"davies, morgan w, gloucester place, swansea."
649,cia,1909,brynamman anthracite collieries. ltd
650,person,1909,"davies, pryce, aberffryd, yynysybwl."
651,cia,1909,"torycoed colliery co , ltd"
652,person,1909,"davies, rhys r,cwmaman, aberdare."
653,cia,1909,cwmaman coal ltd
654,person,1909,"davies, robert, charters towers, queensland."
655,cia,1909,"queen deeps, ltd"
656,person,1909,"davies, tudor, albion collieries, pontypridd, mon."
657,cia,1909,albion steam coal ltd
658,person,1909,"davies, william, central east mine, vereeniging, transvaal,"
659,cia,1909,"vereeniging estates, ltd"
660,person,1909,"davies, william george, pie met, cote du nord, france."
661,cia,1909,"brittany china clay company, ltd"
662,person,1909,"davien evans. a, high mead, llftnybyther, south wales."
663,cia,1909,"davisa,krokerri fashantii mines, ltd"
664,person,1909,"c. r, box. knikersdorp, transvaal,"
665,cia,1909,lancaster gold mining ltd
666,cia,1909,lancaster west gold mining ltd
667,person,1909,"mining and consulting engineers, efc."
668,person,1909,"davis. morgan w,"
669,cia,1909,mountain colliery ltd
670,person,1909,"daw, f. r. w.f karangehaki, near auckland, n.z,"
671,cia,1909,new zealand crown mines ltd
672,person,1909,"daw, j. w, walrcddon manor, tavistock, devon."
673,cia,1909,"ashantl rivers and concessions, ltd"
674,cia,1909,"od um a si exploration synd, ltd"
675,person,1909,"dawes, j.t, prestatyn, n. wales."
676,cia,1909,"bod far i iron mines, ltd"
677,person,1909,"de bemales, c boulder road, kalgoorlie, w.a,"
678,cia,1909,"new bayley s mines, ltd"
679,person,1909,"do bilinski, s. san di son, standard life bdgs, cairo."
680,cia,1909,anglo belgian ltd
681,cia,1909,"of egypt, ltd"
682,person,1909,"de blanchard, f."
683,cia,1909,anglo french ticapampa silver mining ltd
684,person,1909,"de hora, m. h butte, monuna, u.s.a."
685,cia,1909,british butte mining ltd
686,person,1909,"de lacy bacon, w, perth, west australia."
687,cia,1909,"town properties of west australia , ltd"
688,person,1909,"de lisle, g, wankie, rhodesia."
689,cia,1909,"wankierhodesiacoal, railway and exploration ltd"
690,person,1909,"de marke, s, rua de s. nicolan z, lisbon."
691,cia,1909,estrem ad ura mining ltd
692,cia,1909,de molew. p a ltd
693,cia,1909,"paringa mines , ltd"
694,person,1909,"de montis, e, fegucigalpa, spanish honduras."
695,cia,1909,honduras exploration ltd
696,person,1909,"de muller, walter j. e,"
697,cia,1909,"anglo swiss abestosco, ltd"
698,person,1909,"de mun, marquis, avenue marceau, paris."
699,cia,1909,dulces nombres silver mining ltd
700,person,1909,"de muralt, r ao, rue taitbout, paris."
701,person,1909,"cumpagnie francaise de mines d or et del afrique du sud,"
702,person,1909,"d oldruitenborath, baron sloet, ruedecarmes, liege, belgium."
703,person,1909,compagnie beiges de mined or australiennes societe anonyme.
704,person,1909,"de pencier, h. p, box roodepoort, west rand."
705,cia,1909,princess estate and gold mining ltd
706,person,1909,"de pritabuer, m,"
707,cia,1909,"huelva copper and sulphur mines, ltd"
708,person,1909,"deakin, thomas h, pa kend, lydney, glos."
709,cia,1909,"varteg deep black vein collieries, ltd"
710,person,1909,"dean. a. lewis, mount lyell, tasmania."
711,cia,1909,mount lyell mining and railway ltd
712,person,1909,"dean, j. l, ookiep, namaqualand, cape colony."
713,cia,1909,cape copper ltd
714,person,1909,"debell, poul, jagersfontein, orange river colony."
715,cia,1909,new jagersfontein mining and exploration ltd
716,person,1909,"dejean, j. osor, par angles, gerona, spain."
717,cia,1909,"societe des mines d osor, ltd"
718,person,1909,"delohery, l,cobar, new south wales."
719,cia,1909,"great cobar north, ltd"
720,person,1909,"delprat, g. d, broken hill n.s.w."
721,cia,1909,"broken hill proprietary, ltd"
722,person,1909,"dennis, p. f, butefa mine, barrancos, portugal."
723,cia,1909,"nadar copper mines, ltd"
724,person,1909,"dennis, j, que que, rhodesia."
725,cia,1909,dumbleton gold mining ltd
726,person,1909,"devy, s, daylesford, victoria, australia,"
727,cia,1909,"victorian cornish gold mines, ltd"
728,person,1909,"dew, j. w. h, rushworth avenue, chiswick, s.w,"
729,cia,1909,"i. r, process, ltd"
730,person,1909,"dewar, thomas, hatting spruit, natal."
731,cia,1909,natal navigation collieries and estate ltd
732,person,1909,"dicey, e. c, barberton, transvaal."
733,cia,1909,"delagoa coal and minerals synd, ltd"
734,person,1909,"dick, p. w, parkgate iron works, rotherham, yorks."
735,cia,1909,parkgate iron and steel ltd
736,person,1909,"dickinson, john, ulverston, lanes."
737,cia,1909,north lonsdale iron and steel ltd
738,person,1909,"dickson, p, box a, witbank, transvaal."
739,cia,1909,coronation colliery ltd
740,person,1909,"dickson, w. s, jagersfontein mine, fauresmith, o.r.c."
741,cia,1909,jagersfonteinmine and estate ltd
742,person,1909,"dietzsch, ferdinand, salisbury house, london"
743,cia,1909,"african gold dredging and mining concessions, ltd"
744,cia,1909,"cornish proprietary mines, ltd"
745,cia,1909,"falmouth consolidated mines, ltd"
746,person,1909,"biggies, j. a, broken hill. new south wales."
747,cia,1909,"broken hill south block, ltd"
748,person,1909,"ditmas, f. i. l chhindwara, central provinces, india."
749,cia,1909,pench valley coal ltd
750,person,1909,"pixon. clement, belingwe, rhodesia."
751,cia,1909,anglo brench matabeleland ltd
752,person,1909,"dixon. j, denniston, new zealand,"
753,cia,1909,westrrrt coal ltd
755,person,1909,"dixon. walter, rivington, lanes."
756,cia,1909,birkacre colliery ltd
757,person,1909,"dobson. j. v, charters towers, queensland. mill"
758,cia,1909,s day dawn united gold mines ltd
759,person,1909,"dodd, michael, box jio, johannesburg."
760,cia,1909,"dolanw,orcester exploration and gold mining ltd"
761,person,1909,"a. a, posco, peru."
762,cia,1909,"doorlryi,o tambo, ltd"
763,person,1909,"a. a, ti. merchant s exchange, cardiff."
764,cia,1909,"elder s navigation collieries, ltd"
765,person,1909,"douglas, theodore, cocorit, sonora,mexico."
766,cia,1909,douglas copper ltd
767,person,1909,"douglas, thomas, the garth, darlington."
768,cia,1909,new butterknowle colliery ltd
769,cia,1909,william spencer ltd
770,person,1909,"doyle,. j, costerfield, bendigo, victoria, australia,"
771,cia,1909,"heatbcoat synd, ltd"
772,person,1909,"dradep, p, lagos.avest africa."
773,cia,1909,"nigeria bitumen ltd. , ltd"
774,person,1909,"driffield, e. cams, to. queen street, melbourne."
775,cia,1909,mount lyell mining and railway ltd
776,person,1909,"du boil, ernest, sa, sao francisco, mexico city, d.p."
777,cia,1909,"castellans consolidated mines, ltd"
778,cia,1909,mexican gold and silver recovery ltd
779,person,1909,"duclou, julian, sta luxia, minas geraes, brazil."
780,cia,1909,"conquista xicao gold mines, ltd"
781,person,1909,"dudgeon, n. m, daylesford, victoria, australia."
782,cia,1909,"victorian cornish gold mines, ltd"
783,person,1909,"dudley, g. h, metcalf, arizona, u.s.a."
784,person,1909,"standard copper mines. duft, gustar, bchrcnstrasse, berlin, w."
785,cia,1909,otavt mines and railway ltd
786,person,1909,"dunn, g. v. s."
787,cia,1909,lynd burst south australia copper ltd
788,cia,1909,"union consolidated copper mines, ltd"
789,cia,1909,"dutton, massey ltd"
790,cia,1909,mew brynmally colliery ltd
791,person,1909,"dyson, h, charters towers, queensland."
792,cia,1909,golden alexandra mining ltd
793,person,1909,"dyson, t. i, adelaide mine, near duadas, tasmania."
794,cia,1909,"northern territories mines of australia, ltd"
795,person,1909,"eames, richard, bryngolen, dolwyddeleh, carnarvonshire."
796,cia,1909,"hrandreth slate quarries, ltd"
797,person,1909,"ebbott, john, chewton, victoria, australia."
798,cia,1909,"chewton gold mines, ltd"
799,person,1909,"edison, thomas alva, west orange, now jersey, u.s.a."
800,cia,1909,"dunderland iron ore, ltd"
801,person,1909,"edmands, h. r, menries, western australia."
802,cia,1909,"menzies mining and exploration ltd. , ltd"
803,person,1909,"edwards, j, falmouth tin mines, kea, cornwall."
804,cia,1909,"falmouth consolidated mines, ltd"
805,person,1909,"hick, w. a, rheinbich, germany."
806,cia,1909,"rbeinbach copper mines, ltd"
807,person,1909,"eisenatatter, j, halfway station, knights dam, near johannesburg."
808,cia,1909,new transvaal chemical ltd
809,person,1909,"eley, j. i, lofthouse, yorfcs."
810,cia,1909,"lofthouse colliery, ltd"
811,person,1909,"elliott, c. h, wombwell main colliery, near barnsley."
812,cia,1909,wombwell main colliery ltd
813,person,1909,"elliott, h.t, box , boksburg, transvaal."
814,cia,1909,"kleinfontein estates and township, ltd"
815,person,1909,"elliott, w, box . krugersdorp, transvaal."
816,cia,1909,"elmeyro,rk gold mining synd, ltd"
817,person,1909,"i. m, cobalt, ontario, canada."
818,cia,1909,cobalt central mines ltd
819,person,1909,"elmore, f. e, broad street place, b.c."
820,cia,1909,"british ore concentration synd, ltd"
821,person,1909,"xrckmann, f paris."
822,cia,1909,"hiiinac copper mines, ltd"
823,person,1909,"evans, d. t, powelltan, west virginia, u.s.a."
824,cia,1909,mount carbon ltd
825,person,1909,"evans, h. h aberdare, glamorgan."
826,cia,1909,"bwllfa and mertkyr dare steam collieries , ltd"
827,person,1909,"evans, herbert a, frias mines, dept. of tolima, colombia."
828,cia,1909,tolima mining ltd
829,person,1909,"evans,oseph, bryngurnos street, bryn, glam."
830,cia,1909,gefn y bryn colliery ltd
831,person,1909,"evans, lewis, box m, johannesburg, transvaal."
832,cia,1909,"evansr,obinson central deep. ltd"
833,person,1909,"t. a, heathfield street, swansea."
834,cia,1909,"evansl,lwyn mawr colliery ltd"
835,cia,1909,"william, darran colliery, pontycymraer, glara garw and braichycyraer collieries, ltd"
836,person,1909,"mining and c n vlt ng engineers, fyt."
837,person,1909,"fabre, louis, mieres, oviedo, spain."
838,cia,1909,"faithofuvile,do murcury mines. ltd"
839,cia,1909,"w. r, semipalatinsk, w. siberia, russia. farinweets,t altai gold claims, ltd"
840,person,1909,"f, aosta. italy."
841,cia,1909,"parishao,sta central mining ltd wm. a,"
842,cia,1909,"farraard,elaide star mines ltd"
843,person,1909,"e, box , johannesburg."
844,cia,1909,"farregne,neral mining and finance ltd. , ltd"
845,person,1909,"joseph, salt lake city, u.s.a."
846,cia,1909,"adelaide star mines, ltd"
847,cia,1909,"faureg,lasgow and western exploration ltd"
848,cia,1909,"teldtombaern rno,sbach mining ltd"
849,cia,1909,"w. r, j, salisbury house, london ashanti goldnelds ltd. , ltd"
850,cia,1909,"hibiani, ltd"
851,cia,1909,"fenins,ansu mine, ltd"
852,person,1909,"alexander ivanovitch, harkov, south russia."
853,cia,1909,"fergursuossnia,n collieries ltd"
854,person,1909,"c. a, randfontein, west rand, transvaal."
855,cia,1909,"fergupsoorgne,s randfontein gold mining ltd"
856,person,1909,"r , north i yell , tasmania."
857,cia,1909,"feidlmeor,unt lyell blocks mining ltd"
858,person,1909,"h. m, collins street, melbourne."
859,person,1909,"feildbinrogk,en hill junction"
860,cia,1909,north silver mining ltd
861,person,1909,"rowland., london wall buildings, e.c,"
862,cia,1909,"filhekrlu,chi gold mines, ltd"
863,person,1909,"e. r, wansbeck, ammanford, r,o, glara."
864,cia,1909,gellyceidrim collieries ltd
865,cia,1909,"flemisnogu,th wales primrose coal ltd"
866,cia,1909,"w. d.t junr, carrigart, ltd"
867,person,1909,donegal.
868,cia,1909,"fletcihrieshr,granite quarries, ltd"
869,person,1909,"g, millerton, new zealand."
870,cia,1909,fletcwhoesrtport coal ltd
871,person,1909,harold.
872,cia,1909,"ford,berlin proprietary mines, ltd"
873,person,1909,"lames. woodlands, mold, north wales."
874,cia,1909,"foreswhealwsh, coal and cannel ltd"
875,person,1909,"f. g la barranca, sonora, mexico,"
876,cia,1909,"forstbearrr,anca minesmexico , ltd"
877,person,1909,"john h. b, tudhoe iron works, spennymoor."
878,cia,1909,"weardale steel, coal and coke ltd"
879,person,1909,"forflter brown a bee , victoria street, s.w, and guildhallcharnbers, st. mary street, cardiff."
880,cia,1909,"atlantic merthyr collieries, ltd"
881,cia,1909,llangeinor colliery ltd
882,cia,1909,russian collieries ltd
883,cia,1909,"whitworth collieries, ltd"
884,cia,1909,"windsor steam coal company , ltd"
885,cia,1909,"forwood , harold s, exchange street east, liverpool. fostecra,ucasian manganese syndicate, ltd"
886,person,1909,"fowle philip l, hi. broadway, new york u.s.a."
887,cia,1909,"exrp,loration ltd"
888,cia,1909,"samuel. s, p.o. drawer , nelson, b.c. enterprisebritish columbiamines, ltd"
889,cia,1909,"fox whitewater mines, ltd"
890,cia,1909,"sir douglasa partners, moorgate street, london african concessions synd, ltd"
891,cia,1909,british central africa ltd
892,cia,1909,british south africa ltd
893,cia,1909,"fradgvliectyo,ria falls power ltd"
894,person,1909,"voorspoed, kroonstad, orange river coloay."
895,cia,1909,"francvioso,rspoed diamond mining ltd"
896,cia,1909,"new jn.olrt,h hhaalklkyynn mine, holywell, north wales. mines, ltd"
897,cia,1909,pantymwyn mining ltd
