source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1902,"lindsay, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1907,"lindsayoliver, j j",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"lindsey, j j",,,consulting engineer,,portland ore.,-122.679346,45.515459,united states of america
taime,1902,"lindsey, w w",,,,,coah. mexico,-101.706829,27.058676,mexico
taime,1904,"lindsley, h h",,,mining engineer,,telluride colo,-107.812285,37.937494,united states of america
taime,1892,"lindsley, j j",,,,,rondout ny,-73.985138,41.920648,united states of america
taime,1902,"lindsley, j j",,,,,rondout ny,-73.985138,41.920648,united states of america
taime,1884,"lindsley, s s",,,,,orange n j,-74.232648,40.770619,united states of america
taime,1886,"lindsley, s s",,,,,orange n j,-74.232648,40.770619,united states of america
taime,1892,"lindsley, s s",,,contracting engineer,wright & lindsley,orange n j,-74.232648,40.770619,united states of america
taime,1902,"lindsley, s s",,,contracting engineer,wright & lindsley,orange n j,-74.232648,40.770619,united states of america
taime,1908,"linforth, f f",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1912,"linhardt, h h",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1907,"linn, w w",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1907,"linney, w w",,,,,cobalt ont,-79.686082,47.39533,canada
taime,1900,"linton, b b",,,,,Belle Vernon pa,-79.866436,40.125073,united states of america
taime,1911,"linton, r r",,,,,tuquerres colombia,-77.618641,1.085739,colombia
taime,1904,"linville, c c",,,metallurgist,,state college pa,-77.860001,40.793395,united states of america
taime,1892,"lippincott, j j",,,,,alexandria ind.,-85.675809,40.262818,united states of america
taime,1902,"lippincott, j j",,,,,alexandria ind.,-85.675809,40.262818,united states of america
taime,1911,"lippincott, j j",,,,,los angeles cal,-118.243685,34.052234,united states of america
taime,1902,"lippincott, w w",,,chemist,,kansas city mo,-94.578567,39.099727,united states of america
taime,1902,"lippirr, w w",,,mining engineer,pinos altos gold mining co,pinos altos new mex.,-108.221436,32.863407,united states of america
taime,1905,"lippy, t t",,,,,seattle wash,-122.332071,47.60621,united states of america
taime,1912,"lipscomb, r r",,,,,low moor va,-79.883664,37.788738,united states of america
taime,1886,"lirpincotr, j j",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1886,"lirrcucock, p p",,,state geologist,state geologist,hanover n h,-72.289553,43.702245,united states of america
taime,1886,"lirrte, f f",,,,north chicago rolling mill co.,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"litchfield, a a",,,manager,san bernardo m. co,san bernardo colo,-107.908678,37.847217,united states of america
taime,1909,"litchman, h h",,,,,university ala,-87.492105,33.188651,united states of america
taime,1884,"litile, f f",,,,north chicago rolling mill co.,chicago ill,-87.629798,41.878114,united states of america
taime,1882,"litrty, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"little, a a",,,,penhalonga prop. mines,umtali valley rhodesia,32.650351,-18.975771,zimbabwe
taime,1902,"little, j j",,,manager,wanderer gold mines,seluwke rhodesia,29.976944,-19.677109,zimbabwe
taime,1909,"little, j j",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1892,"little, t t",,,mining engineer,,aspen colo,-106.817539,39.191098,united states of america
taime,1902,"little, t t",,,mining engineer,,aspen colo,-106.817539,39.191098,united states of america
taime,1880,"litty, w w",,,,,mauch chunk pa,-75.732413,40.875924,united states of america
taime,1882,"litty, w w",,,,,mauch chunk pa,-75.732413,40.875924,united states of america
taime,1886,"litty, w w",,,,,mauch chunk pa,-75.732413,40.875924,united states of america
taime,1903,"livermore, r r",,,mining engineer,,ouray colorado,-107.671449,38.022772,united states of america
taime,1906,"livermore, t t",,,,,san fernando durango,-104.591203,24.062072,mexico
taime,1905,"livingston, c c",,,,,vancouver b c,-123.120738,49.282729,canada
taime,1884,"livingston, h h",,,,,columbia co n y,-73.559413,42.367876,united states of america
taime,1886,"livingston, h h",,,,,columbia co n y,-73.559413,42.367876,united states of america
taime,1892,"livingstone, c c",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"livingstone, c c",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1909,"livingstone, r r",,,,,edmonton alberta,-113.490927,53.544389,canada
taime,1882,"livixcstonr, h h",,,,,columbia co n y,-73.559413,42.367876,united states of america
taime,1886,"lixcotn, g g",,,,care pottstown iron co.,pottstown pa,-75.64963,40.245374,united states of america
taime,1882,"lixcoty, g g",,,,pittsburgh bessemer steel co.,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"lixpsley, s s",,,,,clifton ariz.,-109.296183,33.050897,united states of america
taime,1902,"llewellyn, a a",,,mining engineer,john taylor sons,london england,-0.127758,51.507351,united kingdom
taime,1902,"lloyd, g g",,,mining engineer,j. a. scrivener,london england,-0.127758,51.507351,united kingdom
taime,1892,"lloyd, r r",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"lloyd, r r",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1873,"loaan, t t",,,,,richmond va,-77.436048,37.540725,united states of america
taime,1884,"loaean, j j",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1891,"loane, w w",,,,,aspen colo,-106.817539,39.191098,united states of america
taime,1892,"loane, w w",,,,,aspen colo,-106.817539,39.191098,united states of america
taime,1902,"loane, w w",,,,,aspen colo,-106.817539,39.191098,united states of america
taime,1884,"lobanoff, p p",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"lobanoff, p p",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1891,"lobdell, g g",,,,,wilmington del,-75.548391,39.744655,united states of america
taime,1886,"locan, j j",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1911,"locke, a a",,,,,hampton n h,-70.838922,42.937593,united states of america
taime,1892,"locke, b b",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1902,"locke, b b",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1904,"locke, c c",,,mining engineer,,boston mass,-71.05888,42.360083,united states of america
taime,1892,"locke, f f",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1902,"locke, f f",,,,,north adams mass,-73.108715,42.700915,united states of america
taime,1876,"locke, j j",,,,,east tintic utah,-112.120224,39.954117,united states of america
taime,1892,"locke, j j",,,chemist,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1902,"locke, j j",,,chemist,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1876,"lockkwood, g g",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1877,"locxe, j j",,,,,east tintic utah,-112.120224,39.954117,united states of america
taime,1877,"locxwood, g g",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1902,"loder, j j",,,president,loder pyritic reduction co,denver colo,-104.990251,39.739236,united states of america
taime,1892,"lodge, j j",,,president,central iron and coal co,south pittsburgh tenn,-85.704415,35.012302,united states of america
taime,1902,"lodge, j j",,,president,central iron and coal co,tuscaloosa ala,-87.569174,33.209841,united states of america
taime,1892,"lodge, r r",,,professor,mass inst. of technology,boston mass,-71.05888,42.360083,united states of america
taime,1902,"lodge, r r",,,professor,mass inst. of technology,boston mass,-71.05888,42.360083,united states of america
taime,1912,"loeb, c c",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1907,"loewenstein, h h",,,,,essen ruhr germany,7.011555,51.455643,germany
taime,1912,"logan, j j",,,,,conshohocken pa,-75.301571,40.079277,united states of america
taime,1911,"logan, s s",,,,,telluride colo,-107.812285,37.937494,united states of america
taime,1877,"loirzau, k k",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1873,"loiseau, e e",,,,,mauch chunk pa,-75.732413,40.875924,united states of america
taime,1876,"loiseau, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"loiseau, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"loiseau, o o",,,,,ougr e belgium,5.544341,50.601236,belgium
taime,1884,"loiseau, o o",,,,,ougr e belgium,5.544341,50.601236,belgium
taime,1884,"loiseeat, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"lombard, t t",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"lombard, t t",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"lombard, t t",,,,,ny city,-74.005973,40.712775,united states of america
taime,1882,"lombeat, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1911,"london, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"lone, j j",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1886,"lone, w w",,,,,exe pan fairlee vermont,-72.151868,43.905357,united states of america
taime,1882,"lone, w w",,,,,fairlee vermont,-72.151868,43.905357,united states of america
taime,1882,"long, j j",,,,richmond furnace,franklin pa,-79.831444,41.397836,united states of america
taime,1884,"long, j j",,,,,mont alto pa,-77.558323,39.844259,united states of america
taime,1886,"long, j j",,,,,mechanicsburg pa,-77.008031,40.213269,united states of america
taime,1902,"long, j j",,,manager,hidalgo m. co and parral & durango,parral chihuahua,-105.666617,26.931784,mexico
taime,1892,"long, j j",,,,,carlisle pa,-77.200275,40.201024,united states of america
taime,1902,"long, j j",,,,,carlisle pa,-77.200275,40.201024,united states of america
taime,1892,"long, w w",,,chemist,,fairlee vermont,-72.151868,43.905357,united states of america
taime,1902,"long, w w",,,chemist,,fairlee vt.,-72.151868,43.905357,united states of america
taime,1892,"long, w w",,,,,dunbar pa,-79.614484,39.977853,united states of america
taime,1902,"long, w w",,,,,dunbar pa,-79.614484,39.977853,united states of america
taime,1884,"long, w w",,,,,fairlee vermont,-72.151868,43.905357,united states of america
taime,1910,"longacre, d d",,,,,dragon utah,-109.073443,39.785805,united states of america
taime,1882,"longacre, o o",,,,,port henry n y,-73.459847,44.048388,united states of america
taime,1884,"longacre, o o",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"longacre, o o",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"longacre, o o",,,superintendent,arch. iron wks.,ny city,-74.005973,40.712775,united states of america
taime,1902,"longacre, o o",,,superintendent,arch. iron wks.,ny city,-74.005973,40.712775,united states of america
taime,1912,"longan, w w",,,,,breckenridge colo,-106.038352,39.481654,united states of america
taime,1902,"longmaid, f f",,,mining engineer,,marysville mont,-112.301226,46.75052,united states of america
taime,1884,"longnecker, g g",,,,,mechanicsburg pa,-77.008031,40.213269,united states of america
taime,1886,"longnecker, g g",,,,,mechanicsburg pa,-77.008031,40.213269,united states of america
taime,1892,"longnecker, g g",,,operator,,mechanicsburg pa,-77.008031,40.213269,united states of america
taime,1902,"longnecker, g g",,,operator,,mechanicsburg pa,-77.008031,40.213269,united states of america
taime,1909,"longwell, a a",,,,,toronto ont,-79.383184,43.653226,canada
taime,1904,"longworth, w w",,,manager,,lithgow new south wales,150.157017,-33.482735,australia
taime,1892,"longyear, e e",,,mining engineer,,hibbing minn,-92.937689,47.427155,united states of america
taime,1902,"longyear, e e",,,mining engineer,,hibbing minn,-92.937689,47.427155,united states of america
taime,1912,"lonsbery, g g",,,,,los angeles cal,-118.243685,34.052234,united states of america
taime,1892,"loomis, b b",,,,loomis pettebone co,hartford conn,-72.673372,41.765804,united states of america
taime,1902,"loomis, b b",,,,loomis pettebone co,ny city,-74.005973,40.712775,united states of america
taime,1899,"loomis, e e",,,,,elmira n y,-76.807734,42.089797,united states of america
taime,1902,"loomis, e e",,,operator,lack. & western r.r.,scranton pa,-75.662412,41.408969,united states of america
taime,1911,"loomis, w w",,,,,jeddo pa,-75.89631,40.99564,united states of america
taime,1886,"lopce, r r",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1884,"lopge, r r",,,,north chicago rolling mill co.,so chicago ii,-87.623713,41.879585,united states of america
taime,1902,"loram, s s",,,manager,huasco g. m.,huasco chile,-71.2192,-28.4664,chile
taime,1882,"lord, b b",,,,,georgetown colorado,-105.697504,39.706098,united states of america
taime,1892,"lord, f f",,,,,jervis ny,-74.692663,41.375094,united states of america
taime,1902,"lord, f f",,,,,jervis ny,-74.692663,41.375094,united states of america
taime,1892,"lord, n n",,,professor,,columbus ohio,-82.998794,39.961176,united states of america
taime,1902,"lord, n n",,,professor,,columbus ohio,-82.998794,39.961176,united states of america
taime,1892,"lord, w w",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"lord, w w",,,,,ny city,-74.005973,40.712775,united states of america
taime,1876,"lorenz, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1877,"lorenz, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"lorenz, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"lorenz, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"lorenz, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1912,"loring, e e",,,,,london england,-0.127758,51.507351,united kingdom
taime,1907,"loring, f f",,,,,toronto canada.,-79.383184,43.653226,canada
taime,1902,"loring, w w",,,,sons of gwalia,leonora w. australia.,121.196328,-28.479767,australia
taime,1876,"lorp, n n",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1877,"lorp, n n",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1880,"lorp, n n",,,,ohio state university,columbus ohio,-82.998794,39.961176,united states of america
taime,1882,"lorp, n n",,,,ohio state university,columbus ohio,-82.998794,39.961176,united states of america
taime,1884,"lorp, n n",,,,ohio state university,columbus ohio,-82.998794,39.961176,united states of america
taime,1886,"lorp, n n",,,,ohio state university,columbus ohio,-82.998794,39.961176,united states of america
taime,1884,"lorp, r r",,,,,georgetown colorado,-105.697504,39.706098,united states of america
taime,1902,"lorr, f f",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"lorseat, e e",,,,,brussels,4.351721,50.850346,belgium
taime,1873,"lorsont, j j",,,,,london,-0.127758,51.507351,united kingdom
taime,1876,"lorsont, j j",,,,,london england,-0.127758,51.507351,united kingdom
taime,1877,"lorsont, j j",,,,,london england,-0.127758,51.507351,united kingdom
taime,1880,"lorsont, j j",,,,,london,-0.127758,51.507351,united kingdom
taime,1886,"lorsyth, r r",,,,union steel co.,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"louis, d d",,,mining engineer,,london england,-0.127758,51.507351,united kingdom
taime,1902,"louis, d d",,,mining engineer,,london england,-0.127758,51.507351,united kingdom
taime,1892,"louis, h h",,,professor,durham college,cornwall england,-5.052713,50.266047,united kingdom
taime,1902,"louis, h h",,,professor,durham college,newcastle england,-1.61778,54.978252,united kingdom
taime,1892,"love, w w",,,,,washington co tenn.,-82.518584,36.332102,united states of america
taime,1902,"love, w w",,,,,washington co tenn.,-82.518584,36.332102,united states of america
taime,1892,"lovejoy, e e",,,superintendent,columbus brick & terra cotta co,hocking co ohio,-82.475276,39.490936,united states of america
taime,1902,"lovejoy, e e",,,superintendent,columbus brick & terra cotta co,union furnace ohio,-82.356264,39.461735,united states of america
taime,1892,"loveland, w w",,,mining engineer,allis-chalmers co,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"loveland, w w",,,mining engineer,allis-chalmers co,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"lovesoy, e e",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1902,"low, v v",,,manager,b. h. prop.,broken hill australia,141.45394,-31.953914,australia
taime,1880,"lowe, f f",,,,,silver islet ontario,-88.819739,48.331045,canada
taime,1882,"lowe, f f",,,,,batopilas chihuahua,-107.736234,27.030387,mexico
taime,1880,"lowe, s s",,,,,chattanooga tenn,-85.30968,35.04563,united states of america
taime,1882,"lowe, t t",,,,,idaho springs colorado,-105.513608,39.742488,united states of america
taime,1884,"lowee, t t",,,,,idaho springs colorado,-105.513608,39.742488,united states of america
taime,1892,"lower, j j",,,,,poughkeepsie n y,-73.92097,41.700371,united states of america
taime,1902,"lower, j j",,,,,ny city,-74.005973,40.712775,united states of america
taime,1912,"lower, j j",,,,,unsan korea,126.028542,39.390029,north korea
taime,1902,"lowg, h h",,,mining engineer,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"lowthian, b b",,,,,middlesborough england,-1.234956,54.574227,united kingdom
taime,1877,"lowtsian, b b",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1884,"lrsiey, j j",,,state geologist,state geologist,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"ltahn, i i",,,,,sharpsburg pa,-79.926441,40.494513,united states of america
taime,1904,"lubken, j j",,,consulting engineer,,johnstown pa,-78.92197,40.326741,united states of america
taime,1902,"lucas, a a",,,mining engineer,,washington d.c.,-77.036871,38.907192,united states of america
taime,1906,"lucas, j j",,,,,philipsburg mont,-113.294417,46.332506,united states of america
taime,1884,"luce, e e",,,,,milwaukee wis,-87.906474,43.038903,united states of america
taime,1886,"luce, e e",,,,,milwaukee wis,-87.906474,43.038903,united states of america
taime,1886,"lucexs, j j",,,,,conshohocken pa,-75.301571,40.079277,united states of america
taime,1902,"luck, a a",,,,,chihuahua mexico,-106.0691,28.632996,mexico
taime,1906,"lucke, p p",,,,,london england,-0.127758,51.507351,united kingdom
taime,1902,"luckraft, j j",,,mining engineer,luckraft & countryman,cripple creek colo,-105.178315,38.746656,united states of america
taime,1884,"ludlan, j j",,,,,lowell mass,-71.316172,42.633425,united states of america
taime,1880,"ludlow, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"ludlow, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"ludlow, e e",,,mining engineer,mexican coal and coke co,hartshorne ind,-95.557481,34.845098,united states of america
taime,1902,"ludlow, e e",,,mining engineer,mexican coal and coke co,las esperanzas coahuila,-101.352764,27.741275,mexico
taime,1902,"ludlow, l l",,,,standard bank,bulawayo rhodesia,28.626479,-20.132507,zimbabwe
taime,1904,"ludwig, c c",,,consulting engineer,,birmingham ala,-86.810357,33.518589,united states of america
taime,1884,"luekens, j j",,,,,conshohocken pa,-75.301571,40.079277,united states of america
taime,1892,"lukens, j j",,,president,longmead iron co,conshohocken pa,-75.301571,40.079277,united states of america
taime,1902,"lukens, j j",,,president,longmead iron co,conshohocken pa,-75.301571,40.079277,united states of america
taime,1902,"lukis, e e",,,mining engineer,tezuitlan cop. co,tezuitlan puebla,-97.357058,19.816011,mexico
taime,1882,"luplam, j j",,,,,lowell mass,-71.316172,42.633425,united states of america
taime,1886,"lurrgexn, e e",,,,care keasbey mattison,ambler pa,-75.221565,40.154554,united states of america
taime,1884,"luther, h h",,,,,ashland pa,-76.345783,40.781754,united states of america
taime,1884,"luther, r r",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1886,"luther, r r",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1892,"luther, r r",,,superintendent,phila. & read. c. & i. co,pottsville pa,-76.195499,40.685646,united states of america
taime,1902,"luther, r r",,,superintendent,phila. & read. c. & i. co,pottsville pa,-76.195499,40.685646,united states of america
taime,1905,"luther, r r",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1886,"lutscher, g g",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1892,"luttgen, e e",,,,,ambler pa,-75.221565,40.154554,united states of america
taime,1902,"luttgen, e e",,,,,ambler pa,-75.221565,40.154554,united states of america
taime,1886,"luxn, m m",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1880,"lxz, r r",,,,,lewistown pa,-77.571382,40.59924,united states of america
taime,1906,"lyber, c c",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1892,"lychenheim, j j",,,,,montgomery co pa,-75.387853,40.229008,united states of america
taime,1902,"lychenheim, j j",,,,,montgomery co pa,-75.387853,40.229008,united states of america
taime,1902,"lyde, m m",,,,ordnance dept. u.s. a.,augusta ga,-82.010515,33.473498,united states of america
taime,1902,"lydecker, i i",,,superintendent,dakota lignite & brick co,burlington n dakota,-101.428775,48.275288,united states of america
taime,1892,"lyle, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"lyle, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"lymajf, f f",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"lymajf, f f",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1873,"lyman, e e",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1905,"lyman, f f",,,,,minneapolis minnesota,-93.265011,44.977753,united states of america
taime,1877,"lyman, f f",,,,care a. a. low bros.,new york city,-74.005973,40.712775,united states of america
taime,1880,"lyman, f f",,,,care a. a. low bros.,new york city,-74.007965,40.703186,united states of america
taime,1882,"lyman, f f",,,,,low moor va,-79.883664,37.788738,united states of america
taime,1884,"lyman, f f",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1886,"lyman, f f",,,,,new york city,-74.005973,40.712775,united states of america
taime,1905,"lyman, g g",,,,,minneapolis minnesota,-93.265011,44.977753,united states of america
taime,1896,"lyman, r r",,,,,nueva salamanca santiago de cuba,-5.66354,40.970104,spain
taime,1902,"lyman, r r",,,mining engineer,spanish american iron co,santiago de cuba cuba,-75.830154,20.01693,cuba
taime,1902,"lyman, r r",,,,,butler nevada.,-117.219289,38.068492,united states of america
taime,1882,"lynbde, e e",,,,lackawanna iron and coal co.,scranton pa,-75.662412,41.408969,united states of america
taime,1892,"lyndbohm, h h",,,geologist,lunavarra-kiirun avarra co,stockholm sweden,18.068581,59.329324,sweden
taime,1902,"lyndbohm, h h",,,geologist,lunavarra-kiirun avarra co,kiruna sweden,20.225282,67.8558,sweden
taime,1902,"lyon, c c",,,,,melbourne australia,144.963058,-37.813628,australia
taime,1911,"lyon, c c",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1902,"lyon, d d",,,,,shasta county california,-121.847449,40.790886,united states of america
taime,1909,"lyon, d d",,,,,shasta county california,-121.847449,40.790886,united states of america
taime,1902,"lysle, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"m, a a",,,,,st louis mo,-90.199404,38.627003,united states of america
taime,1886,"ma, w w",,,,,hamilton ohio,-84.561336,39.399501,united states of america
taime,1892,"maas, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"maas, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"maaxwern, j j",,,,,syracuse n y,-76.147424,43.048122,united states of america
taime,1912,"maben, j j",,,,,birmingham ala,-86.810357,33.518589,united states of america
taime,1892,"macandhew, h h",,,,,adelaide australia,138.600746,-34.928499,australia
taime,1902,"macandhew, h h",,,,,adelaide australia,138.600746,-34.928499,australia
taime,1892,"macarthur, j j",,,metallurgist,,glasgow scotland,-4.251806,55.864237,united kingdom
taime,1902,"macarthur, j j",,,metallurgist,,glasgow scotland,-4.251806,55.864237,united kingdom
taime,1911,"macauley, r r",,,,,copper cliff,-81.069183,46.474828,canada
taime,1902,"maccalivm, n n",,,superintendent,phoenix iron co,phoenixville pa,-75.514913,40.130382,united states of america
taime,1912,"maccarthy, m m",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"maccclloch, c c",,,mining engineer,,fir grove auckland new zealand,174.763332,-36.84846,new zealand
taime,1892,"macco, h h",,,civil engineer,,siegen germany.,8.020959,50.883849,germany
taime,1902,"macco, h h",,,civil engineer,,siegen germany.,8.020959,50.883849,germany
taime,1906,"macdonald, a a",,,,,antofagasta chile,-70.397502,-23.650928,chile
taime,1892,"macdonald, b b",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"macdonald, b b",,,,,spokane wash,-117.426047,47.65878,united states of america
taime,1876,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"macdonald, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"macdonald, c c",,,civil engineer,,ny city,-74.005973,40.712775,united states of america
taime,1902,"macdonald, c c",,,civil engineer,,ny city,-74.005973,40.712775,united states of america
taime,1902,"macdonald, j j",,,manager,alaska treadwell g. m. co,douglas island alaska,-134.546078,58.263986,united states of america
taime,1902,"macdonald, m m",,,manager,,guanajuato gto,-101.257359,21.019015,mexico
taime,1902,"macdonald, m m",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"macdonald, w w",,,mining engineer,,los angeles cal,-118.243685,34.052234,united states of america
taime,1902,"macdonnald, j j",,,mining engineer,inca min. co,tirapata peru,-70.401868,-14.955133,peru
taime,1904,"macdougall, c c",,,mining engineer,,hancock mich,-88.580956,47.126871,united states of america
taime,1892,"macduff, g g",,,,,waverly nova scotia.,-63.567334,44.753663,canada
taime,1902,"macduff, g g",,,,,waverly nova scotia.,-63.567334,44.753663,canada
taime,1886,"macfarlane, g g",,,,,peerless w va,-81.170972,37.814294,united states of america
taime,1902,"macfarlane, g g",,,mining engineer,les compagnie francaise de mines,paris france,2.352222,48.856614,france
taime,1892,"macfarlane, g g",,,president,,louisville ky,-85.758456,38.252665,united states of america
taime,1902,"macfarlane, g g",,,president,,louisville ky,-85.758456,38.252665,united states of america
taime,1902,"macfarlane, r r",,,,care dupp syndicate,singapore,103.819836,1.352083,singapore
taime,1873,"macfarlane, t t",,,,,quebec canada.,-73.549136,52.939916,canada
taime,1876,"macfarlane, t t",,,,,quebec canada.,-73.549136,52.939916,canada
taime,1877,"macfarlane, t t",,,,,actonvale quebec,-72.565063,45.647054,canada
taime,1880,"macfarlane, t t",,,,,actonvale quebec,-72.565063,45.647054,canada
taime,1882,"macfarlane, t t",,,,,actonvale quebec,-72.565063,45.647054,canada
taime,1892,"macfarlane, t t",,,analyst,inland revenue laboratory,ottawa canada.,-75.697193,45.42153,canada
taime,1902,"macfarlane, t t",,,analyst,inland revenue laboratory,ottawa canada.,-75.697193,45.42153,canada
taime,1912,"macfee, r r",,,,,batum s russia,41.636746,41.616755,georgia
taime,1902,"macgeorge, a a",,,mining engineer,,kalgoorlie australia,121.466,-30.749,australia
taime,1892,"macginniss, j j",,,,,san juan argentine republic,-68.538594,-31.535107,argentina
taime,1902,"macginniss, j j",,,,,san juan argentine republic,-68.538594,-31.535107,argentina
taime,1892,"macgonigle, j j",,,,,st. augustine. fla.,-81.312434,29.901244,united states of america
taime,1902,"macgonigle, j j",,,,,st. augustine. fla.,-81.312434,29.901244,united states of america
taime,1876,"machee, j j",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"machee, j j",,,,,new york city,-74.005973,40.712775,united states of america
taime,1909,"macia, j j",,,,,tombstone arizona,-110.067576,31.712868,united states of america
taime,1892,"mack, t t",,,manager,furnace and mine,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1902,"mack, t t",,,manager,furnace and mine,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1892,"mackay, a a",,,mining engineer,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"mackay, a a",,,chemist,,douglas city alaska.,-134.408053,58.277769,united states of america
taime,1896,"mackay, a a",,,,,deadwood dakota,-103.729642,44.376651,united states of america
taime,1902,"mackay, a a",,,mining engineer,,montreal canada,-73.567256,45.501689,canada
taime,1906,"mackay, h h",,,,,santa ana sonora,-111.119622,30.539833,mexico
taime,1902,"mackay, p p",,,,sulphide corp. co of london & australia,cockle creek new south wales,151.623514,-32.942665,australia
taime,1899,"mackay, p p",,,,,peru ill,-89.128973,41.327535,united states of america
taime,1892,"mackay, w w",,,mining engineer,,butte montana,-112.534778,46.003823,united states of america
