source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1902,"armas, m m",,,consulting engineer,louis mori,paris france,2.352222,48.856614,france
taime,1892,"armitage, h h",,,,,yavapai arizona,-112.429146,34.646398,united states of america
taime,1902,"armitage, h h",,,,,yavapai arizona,-112.429146,34.646398,united states of america
taime,1909,"armstead, d d",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"armstead, h h",,,mining engineer,,ny city,-74.005973,40.712775,united states of america
taime,1891,"armstrong, e e",,,,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1892,"armstrong, e e",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1902,"armstrong, e e",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1882,"armstrong, h h",,,,,tlulton pa,-76.841361,40.235368,united states of america
taime,1886,"armstrong, h h",,,,metcalf paul co.,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1890,"armstrong, j j",,,,,ishpeming mich,-87.667636,46.488547,united states of america
taime,1892,"armstrong, j j",,,,,biwabik minn.,-92.340179,47.532981,united states of america
taime,1902,"armstrong, j j",,,,,biwabik minn.,-92.340179,47.532981,united states of america
taime,1902,"armstrong, j j",,,,,sydney new south wales,151.209296,-33.86882,australia
taime,1907,"armstrong, l l",,,,,spokane wash,-117.426047,47.65878,united states of america
taime,1910,"armstrong, r r",,,,,bingham canyon utah,-112.131572,40.558671,united states of america
taime,1902,"armstrong, t t",,,draftsman,,phoenix ariz,-112.074037,33.448377,united states of america
taime,1880,"armstuona, h h",,,,,hulton pa,-79.808557,40.494954,united states of america
taime,1892,"arnaud, g g",,,manager,gallia szent antal g. m. co,paris france,2.352222,48.856614,france
taime,1902,"arnaud, g g",,,manager,gallia szent antal g. m. co,verespatak hungary,19.183212,47.501336,hungary
taime,1882,"arnberg, c c",,,,albany and rensselaer iron and steel co.,troy n y,-73.691785,42.728412,united states of america
taime,1884,"arnberg, c c",,,,albany and rensselaer iron and steel co.,troy n y,-73.691785,42.728412,united states of america
taime,1886,"arnberg, c c",,,,albany and rensselaer iron and steel co.,troy n y,-73.691785,42.728412,united states of america
taime,1892,"arnberg, c c",,,,wheeling steel and iron co,wheeling west va,-80.720915,40.063962,united states of america
taime,1902,"arnberg, c c",,,,wheeling steel and iron co,wheeling west va,-80.720915,40.063962,united states of america
taime,1886,"arngon, g g",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1884,"arnmstrona, h h",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1908,"arnold, a a",,,,,joplin mo,-94.513281,37.084227,united states of america
taime,1907,"arnold, c c",,,,,ely nev,-114.874248,39.253333,united states of america
taime,1896,"arnold, e e",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1876,"arnold, j j",,,,pennsylvania lead co.,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1880,"arnold, j j",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1884,"arnold, j j",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1882,"arnold, j j",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1892,"arnold, j j",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1902,"arnold, j j",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1905,"arnold, l l",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1912,"arnold, r r",,,,,los angeles cal,-118.243685,34.052234,united states of america
taime,1884,"arnolds, h h",,,,,clifton ariz.,-109.296183,33.050897,united states of america
taime,1882,"arnolds, h h",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1886,"arnolds, h h",,,,,prescott arizona,-112.468503,34.540024,united states of america
taime,1902,"arozarena, r r",,,,,mexico city,-99.133208,19.432608,mexico
taime,1886,"arpden, p p",,,,,monroeton pa,-76.474045,41.713031,united states of america
taime,1902,"arthur, e e",,,,bi-metallic bank,cripple creek colo,-105.178315,38.746656,united states of america
taime,1882,"artxkins, g g",,,,forest city iron works,cleveland ohio,-81.694361,41.49932,united states of america
taime,1876,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1877,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"ashburner, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1873,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1876,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1877,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1880,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1882,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1884,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1886,"ashburner, w w",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1899,"ashley, g g",,,,,indianapolis ind,-86.158068,39.768403,united states of america
taime,1902,"ashley, g g",,,professor,college of charleston,charleston s. c.,-79.931051,32.776475,united states of america
taime,1902,"ashley, h h",,,president,parrish coal co,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1902,"ashmore, e e",,,mining engineer,,hove sussex eng.,-0.168749,50.827932,united kingdom
taime,1902,"ashmore, g g",,,mining engineer,,sussex eng.,0.249417,50.908596,united kingdom
taime,1902,"ashton, f f",,,mining engineer,ashton & dockery,chihuahua mexico,-106.0691,28.632996,mexico
taime,1873,"asmus, g g",,,,,new york city,-74.005973,40.712775,united states of america
taime,1876,"asmus, g g",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"asmus, g g",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"asmus, g g",,,,,new york city,-74.008412,40.709554,united states of america
taime,1882,"asmus, g g",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"asmus, g g",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"astley, j j",,,superintendent,snowshoe gold and copper mines,butte montana,-112.534778,46.003823,united states of america
taime,1902,"astley, j j",,,superintendent,snowshoe gold and copper mines,b.c. canada,-127.647621,53.726668,canada
taime,1884,"atha, b b",,,,,newark n j,-74.172367,40.735657,united states of america
taime,1886,"atha, b b",,,,,newark n j,-74.172367,40.735657,united states of america
taime,1892,"atha, b b",,,president,crucible steel co of america,newark n j,-74.172367,40.735657,united states of america
taime,1902,"atha, b b",,,president,crucible steel co of america,newark n j,-74.172367,40.735657,united states of america
taime,1892,"athebton, w w",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1902,"athebton, w w",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1892,"atherton, t t",,,mining engineer,ivory coast mining co,sydney new south wales,151.209296,-33.86882,australia
taime,1902,"atherton, t t",,,mining engineer,ivory coast mining co,assinie london,-3.323782,5.139806,united kingdom
taime,1906,"atkin, a a",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1884,"atking, g g",,,,forest city iron works,cleveland ohio,-81.694361,41.49932,united states of america
taime,1899,"atkins, h h",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"atkins, h h",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1892,"atkins, w w",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1902,"atkins, w w",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1882,"atkins, w w",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1884,"atkins, w w",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1886,"atkins, w w",,,,,pottsville pa,-76.195499,40.685646,united states of america
taime,1892,"atkinson, l l",,,superintendent,marmet co,fayette co w. va,-81.075466,38.061591,united states of america
taime,1902,"atkinson, l l",,,superintendent,marmet co,marmet w. va,-81.567064,38.245379,united states of america
taime,1906,"atkinson, r r",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1906,"atkinson, w w",,,,,winnipeg can,-97.138374,49.895136,canada
taime,1908,"atkinson, w w",,,,,treadwell alaska,-134.383379,58.270553,united states of america
taime,1880,"atmy, w w",,,,n. chicago rolling mill co.,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"attrwood, g g",,,consulting engineer,,london england,-0.127758,51.507351,united kingdom
taime,1902,"attrwood, g g",,,consulting engineer,,london england,-0.127758,51.507351,united kingdom
taime,1876,"attwood, g g",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1877,"attwood, g g",,,,,london england,-0.127758,51.507351,united kingdom
taime,1880,"attwood, g g",,,,,london england,-0.127758,51.507351,united kingdom
taime,1880,"attwood, g g",,,,,london england,-0.127758,51.507351,united kingdom
taime,1882,"attwood, g g",,,,,london england,-0.127758,51.507351,united kingdom
taime,1884,"attwood, g g",,,,,london england,-0.127758,51.507351,united kingdom
taime,1886,"attwood, g g",,,,durmast house,ringwood england,-1.788817,50.844949,united kingdom
taime,1902,"atwater, r r",,,mining engineer,,nelson bc canada,-117.294834,49.492812,canada
taime,1882,"aua, j j",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1884,"aua, j j",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1902,"aubury, l l",,,state geologist,,san francisco cal,-122.419416,37.77493,united states of america
taime,1903,"auchope, a a",,,mining engineer,,descanso cal,-116.615853,32.852829,united states of america
taime,1882,"auchy, g g",,,,,riegelsville pa,-75.195453,40.594267,united states of america
taime,1884,"auchy, g g",,,,,riegelsville pa,-75.195453,40.594267,united states of america
taime,1886,"auchy, g g",,,,,riegelsville pa,-75.195453,40.594267,united states of america
taime,1904,"auer, c c",,,assayer,,durango mexico,-104.658782,24.559267,mexico
taime,1886,"auien, j j",,,,care clifton coal co.,mannington ky,-87.487501,37.120044,united states of america
taime,1886,"aumy, w w",,,,,fall river mass,-71.155045,41.701491,united states of america
taime,1905,"austen, p p",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1899,"austen, w w",,,,,london england,-0.127758,51.507351,united kingdom
taime,1905,"austin, a a",,,,,llano sonora,-111.101943,30.36191,mexico
taime,1908,"austin, e e",,,,,stockton cal,-121.29078,37.957702,united states of america
taime,1884,"austin, j j",,,,,roanoke va,-79.941427,37.27097,united states of america
taime,1892,"austin, j j",,,mining engineer,,hackensack nj,-74.043474,40.885933,united states of america
taime,1902,"austin, j j",,,mining engineer,,santa barbara cal,-119.69819,34.420831,united states of america
taime,1910,"austin, j j",,,,,monterrey mexico,-100.316113,25.686614,mexico
taime,1902,"austin, k k",,,consulting engineer,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"austin, l l",,,,el paso sm. wks.,el paso texas.,-106.485022,31.761878,mexico
taime,1886,"austin, t t",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1892,"austin, t t",,,superintendent,asarco,monterrey mexico,-100.316113,25.686614,mexico
taime,1902,"austin, t t",,,superintendent,asarco,el paso texas.,-106.485022,31.761878,mexico
taime,1882,"austin, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"austin, w w",,,,,toston montana,-111.441076,46.172056,united states of america
taime,1892,"austin, w w",,,mining engineer,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"austin, w w",,,mining engineer,,ny city,-74.005973,40.712775,united states of america
taime,1907,"auziasturenne, r r",,,,,seattle wash,-122.332071,47.60621,united states of america
taime,1891,"axford, a a",,,,,custer idaho,-114.695912,44.387413,united states of america
taime,1892,"axford, a a",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1902,"axford, a a",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1906,"ayebber, g g",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"ayers, f f",,,,,adelaide australia,138.600746,-34.928499,australia
taime,1873,"ayres, w w",,,,,easton pa,-75.220732,40.688432,united states of america
taime,1876,"ayres, w w",,,,new jersey steel and iron co.,trenton n j,-74.759717,40.220582,united states of america
taime,1877,"ayres, w w",,,,new jersey steel and iron co.,trenton n j,-74.759717,40.220582,united states of america
taime,1880,"ayres, w w",,,,colorado coal and iron co.,south pueblo colorado,-104.609141,38.254447,united states of america
taime,1882,"ayres, w w",,,,,allamuchy n j,-74.810166,40.921765,united states of america
taime,1884,"ayres, w w",,,,,allamuchy n j,-74.810166,40.921765,united states of america
taime,1886,"ayres, w w",,,,,allamuchy n j,-74.810166,40.921765,united states of america
taime,1892,"ayres, w w",,,mining engineer,,Kenvil nj,-74.618591,40.879603,united states of america
taime,1902,"ayres, w w",,,mining engineer,,hazleton pa,-75.974647,40.958418,united states of america
taime,1895,"ayton, e e",,,,,zacatecas mexico,-102.583243,22.770856,mexico
taime,1902,"ayton, e e",,,,,mexico city,-99.133208,19.432608,mexico
taime,1880,"baartol, g g",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1906,"babb, p p",,,,,mexico city,-99.133208,19.432608,mexico
taime,1892,"babbitt, h h",,,,,thurlow pa,-80.251938,27.194243,united states of america
taime,1902,"babbitt, h h",,,,,thurlow pa,-80.251938,27.194243,united states of america
taime,1899,"babbitt, t t",,,,,boise idaho,-116.202314,43.615019,united states of america
taime,1902,"babbitt, t t",,,mining engineer,,boise idaho,-116.202314,43.615019,united states of america
taime,1891,"bache, f f",,,,,santiago de cuba cuba,-75.830154,20.01693,cuba
taime,1892,"bache, f f",,,mining engineer,pres. mcalester coal co,abingdon va,-81.977348,36.709834,united states of america
taime,1902,"bache, f f",,,mining engineer,pres. mcalester coal co,philadelphia pa,-75.165222,39.952584,united states of america
taime,1908,"bachert, a a",,,,,robertsdale pa,-78.114704,40.183691,united states of america
