"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"50885","myb976542","myb",1919,"NEW BOKSBURG GOLD MINESI LTD",NA,"martin","h","s","engineer","johannesburg","Oonsultin Engineer H. S. Martin, Box 1145, Johannesburg.","martin, h s",NA,"myb",c(28.0473051, -26.2041028)
"50966","myb980625","myb",1919,"RAND KLIP LTD",NA,"eckstein","f","g","board","salisbury","RAND MINES. LTD. Directors Qualification, £500 . Sir E. A. Wallers, K.B,E. Chairman. I F. G. J. Eckstein. I W. Mosenthah","eckstein, f g",NA,"myb",c(-75.5993692, 38.3606736)
"50967","myb980625","myb",1919,"RAND KLIP LTD",NA,"mosenthah","w",NA,"board","salisbury","RAND MINES. LTD. Directors Qualification, £500 . Sir E. A. Wallers, K.B,E. Chairman. I F. G. J. Eckstein. I W. Mosenthah","mosenthah, w",NA,"myb",c(-75.5993692, 38.3606736)
"50968","myb980626","myb",1919,"RAND KLIP LTD",NA,"ffennell","r","w","board","salisbury","E. G. Izod, O.B.E., Managing. Sir L. Phillips, Bart. I E. J. Renaud. F. G. C. E. Rohellaz. I Major R. W. Ffennell.","ffennell, r w",NA,"myb",c(-75.5993692, 38.3606736)
"50969","myb980626","myb",1919,"RAND KLIP LTD",NA,"izod","e","g","board","salisbury","E. G. Izod, O.B.E., Managing. Sir L. Phillips, Bart. I E. J. Renaud. F. G. C. E. Rohellaz. I Major R. W. Ffennell.","izod, e g",NA,"myb",c(-75.5993692, 38.3606736)
"50970","myb980626","myb",1919,"RAND KLIP LTD",NA,"renau","e","j","board","salisbury","E. G. Izod, O.B.E., Managing. Sir L. Phillips, Bart. I E. J. Renaud. F. G. C. E. Rohellaz. I Major R. W. Ffennell.","renau, e j",NA,"myb",c(-75.5993692, 38.3606736)
"51077","myb990384","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"registere","registered",NA,"board","durham","Registered 1 1ay 16, 1918, to acquire coal-bearing areas at Witton Gilbert, Co.","registere, r",NA,"myb",c(-78.898619, 35.9940329)
"51080","myb990387","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"shareholders","acconnts","issned","board","durham","Acconnts Issned to shareholders only.","shareholders, a i",NA,"myb",c(-78.898619, 35.9940329)
"51081","myb990388","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"gold","c","s","board","london","WITWATERSRAND DEEPI LTD. Directors at December 31, 1918 . J. Fricdlander I C. S. Goldman. I W. 1 . Graham, J.P. I F. 0. Holland.","gold, c s",NA,"myb",c(-0.1277583, 51.5073509)
"51082","myb990388","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"graham","w",NA,"board","london","WITWATERSRAND DEEPI LTD. Directors at December 31, 1918 . J. Fricdlander I C. S. Goldman. I W. 1 . Graham, J.P. I F. 0. Holland.","graham, w",NA,"myb",c(-0.1277583, 51.5073509)
"51083","myb990388","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"holland","f",NA,"board","london","WITWATERSRAND DEEPI LTD. Directors at December 31, 1918 . J. Fricdlander I C. S. Goldman. I W. 1 . Graham, J.P. I F. 0. Holland.","holland, f",NA,"myb",c(-0.1277583, 51.5073509)
"51084","myb990389","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"dreyfus","p",NA,"board","london","H. Gamble. I A. M. Niven. I F. G. C. E. Robellaz. I P. Dreyfus. | A. F. Mullins.","dreyfus, p",NA,"myb",c(-0.1277583, 51.5073509)
"51085","myb990389","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"gamble","h",NA,"board","london","H. Gamble. I A. M. Niven. I F. G. C. E. Robellaz. I P. Dreyfus. | A. F. Mullins.","gamble, h",NA,"myb",c(-0.1277583, 51.5073509)
"51086","myb990389","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"mullins","a","f","board","london","H. Gamble. I A. M. Niven. I F. G. C. E. Robellaz. I P. Dreyfus. | A. F. Mullins.","mullins, a f",NA,"myb",c(-0.1277583, 51.5073509)
"51087","myb990389","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"niven","a","m","board","london","H. Gamble. I A. M. Niven. I F. G. C. E. Robellaz. I P. Dreyfus. | A. F. Mullins.","niven, a m",NA,"myb",c(-0.1277583, 51.5073509)
"51089","myb990391","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"parker","c","j","board","london","C. J. Parker. I A.","parker, c j",NA,"myb",c(-0.1277583, 51.5073509)
"51092","myb990394","myb",1919,"WITTON GTLBERT VCCLLIERY CO LTD",NA,"ilne","a","s","manager","london","Mine Manager A. S. ilne, Box","ilne, a s",NA,"myb",c(-0.1277583, 51.5073509)
"51266","myb994318","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"bird","a","c","board","chrome","E. Davis, Chairman and Illanagmg. I A. C. Bird. I F. J. Burt. | S. Cole.","bird, a c",NA,"myb",c(-95.9674474, 36.1738537)
"51267","myb994318","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"burt","f","j","board","chrome","E. Davis, Chairman and Illanagmg. I A. C. Bird. I F. J. Burt. | S. Cole.","burt, f j",NA,"myb",c(-95.9674474, 36.1738537)
"51268","myb994318","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"davis","e",NA,"chair","chrome","E. Davis, Chairman and Illanagmg. I A. C. Bird. I F. J. Burt. | S. Cole.","davis, e",NA,"myb",c(-95.9674474, 36.1738537)
"51269","myb994319","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"dunning","e","h","board","london","Sir E. H. Dunning. | Dr. F. R. Harris, .LP. I E. A. Merckel.","dunning, e h",NA,"myb",c(-0.1277583, 51.5073509)
"51270","myb994319","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"harrislp","dr","f","board","london","Sir E. H. Dunning. | Dr. F. R. Harris, .LP. I E. A. Merckel.","harrislp, d f",NA,"myb",c(-0.1277583, 51.5073509)
"51271","myb994319","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"merckel","e","a","board","london","Sir E. H. Dunning. | Dr. F. R. Harris, .LP. I E. A. Merckel.","merckel, e a",NA,"myb",c(-0.1277583, 51.5073509)
"51272","myb994320","myb",1920,"BALUCHISTAN CHROME CO LTD",NA,"oughton","e",NA,"manager","london","Manager E. Oughton. Selling Agents Challis &, Sons, Finsbury Pavement House, E.C. 2.","oughton, e",NA,"myb",c(-0.1277583, 51.5073509)
"51407","myb998504","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"home","e","l","board","honduras","Directors A. B. Ryde ; E. L. 1home.","home, e l",NA,"myb",c(-86.24191, 15.2)
"51408","myb998504","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"ryde","a","b","board","honduras","Directors A. B. Ryde ; E. L. 1home.","ryde, a b",NA,"myb",c(-86.24191, 15.2)
"51409","myb998505","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"oflice","oflices",NA,"board","honduras","Oflices a, Llo: d s Avenue, 132.0.3.","oflice, o",NA,"myb",c(-86.24191, 15.2)
"51410","myb998506","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"march","regisiered",NA,"board","honduras","RegisIered March 28, 1919, to acquire the right to work deeorticating nut","march, r",NA,"myb",c(-86.24191, 15.2)
"51411","myb998507","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"interestscohun","machinery","and","board","honduras","machinery and interests in cohune nut, mining and oil concessions in Spanish","interestscohun, m a",NA,"myb",c(-86.24191, 15.2)
"51418","myb998514","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"burch","n","g","chair","boulder","N. G. Burch, Chairman. I J. Waddington. D.L., J.P. I J. H. Cordner-Jamel.","burch, n g",NA,"myb",c(-105.2705, 40.01499)
"51419","myb998514","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"cordnerjamel","j","h","board","boulder","N. G. Burch, Chairman. I J. Waddington. D.L., J.P. I J. H. Cordner-Jamel.","cordnerjamel, j h",NA,"myb",c(-105.2705, 40.01499)
"51420","myb998514","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"waddingto","j","waddington","board","boulder","N. G. Burch, Chairman. I J. Waddington. D.L., J.P. I J. H. Cordner-Jamel.","waddingto, j w",NA,"myb",c(-105.2705, 40.01499)
"51446","myb998540","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"goldschmid","a",NA,"board","london","E. A. J. Goldschmid, Chairman and Managing. I A. Goldschmid. | H. L, Bmmhem,","goldschmid, a",NA,"myb",c(-0.1277583, 51.50735)
"51447","myb998540","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"goldschmid","e","a","chair","london","E. A. J. Goldschmid, Chairman and Managing. I A. Goldschmid. | H. L, Bmmhem,","goldschmid, e a",NA,"myb",c(-0.1277583, 51.50735)
"51448","myb998541","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"patchell","w","h","board","london","W. H. Patchell.","patchell, w h",NA,"myb",c(-0.1277583, 51.50735)
"51449","myb998542","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"schiff","mann","er","board","london","GeneralMann er B. Schiff, Panulcillo, Coquimbo, Ohili.","schiff, m e",NA,"myb",c(-0.1277583, 51.50735)
"51450","myb998543","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"fiices","secretarial","agents","board","london","Secretarial Agents and fiices Bromhead Bros. and Co., 15, Angel Court, 110. 2.","fiices, s a",NA,"myb",c(-0.1277583, 51.50735)
"51483","myb998576","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"hlna","central","cornwall","board","cornwall","CENTRAL. CORNWALL o HlNA pLATY 601 . m5 Directors £250 in shares .","hlna, c c",NA,"myb",c(-5.052713, 50.26605)
"51500","myb998593","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"breteuil","vicomte","g","board","london","Sir L, Phillips, Bart., Chairmun. | Vicomte G. de Breteuil. I R. W. Ffennell.","breteuil, v g",NA,"myb",c(-0.1277583, 51.50735)
"51501","myb998593","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"ffennell","r","w","board","london","Sir L, Phillips, Bart., Chairmun. | Vicomte G. de Breteuil. I R. W. Ffennell.","ffennell, r w",NA,"myb",c(-0.1277583, 51.50735)
"51502","myb998594","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"holland","r",NA,"board","london","Sir R. 8. Holland, Bart. i 0. Homberg. | J. R. Leisk, CJLG. I T. J. Milner.","holland, r",NA,"myb",c(-0.1277583, 51.50735)
"51503","myb998594","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"leisk","j","r","board","london","Sir R. 8. Holland, Bart. i 0. Homberg. | J. R. Leisk, CJLG. I T. J. Milner.","leisk, j r",NA,"myb",c(-0.1277583, 51.50735)
"51504","myb998594","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"milner","t","j","board","london","Sir R. 8. Holland, Bart. i 0. Homberg. | J. R. Leisk, CJLG. I T. J. Milner.","milner, t j",NA,"myb",c(-0.1277583, 51.50735)
"51505","myb998595","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"pollen","s","h","board","london","Lieut 001. S. H. Pollen, CMG. I Sir H.11. Skinner. I M. de Verneuil. 1 Sir E.A. Wailers, K.B.E.","pollen, s h",NA,"myb",c(-0.1277583, 51.50735)
"51506","myb998595","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"skinner","h",NA,"board","london","Lieut 001. S. H. Pollen, CMG. I Sir H.11. Skinner. I M. de Verneuil. 1 Sir E.A. Wailers, K.B.E.","skinner, h",NA,"myb",c(-0.1277583, 51.50735)
"51507","myb998595","myb",1920,"CENTRAL AMERICAN EXPLORATION SYND LTD",NA,"verneui","m","de","board","london","Lieut 001. S. H. Pollen, CMG. I Sir H.11. Skinner. I M. de Verneuil. 1 Sir E.A. Wailers, K.B.E.","verneui, m d",NA,"myb",c(-0.1277583, 51.50735)
"51579","myb998735","myb",1920,"COVERS HESSIANS AND CANVAS OF EVERY DESCRIPTION",NA,"central","lowest","latest","board","winchester","1919: highest, Ill-ÃƒÆ Ã Â ; lowest, 7 . Latest price, 11. CENTRAL PRQVINCES PROSPECT NG SYND., LTD. Directors Qualification, £1,000 in shares .","central, l l",NA,"myb",c(-121.951, 37.31833)
"51581","myb998737","myb",1920,"COVERS HESSIANS AND CANVAS OF EVERY DESCRIPTION",NA,"glas","d","j","board","winchester","Capt. D. J. 0. Glass. 1 M. Wilkinson.","glas, d j",NA,"myb",c(-121.951, 37.31833)
"51602","myb1002657","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"dixon","w","h","board","london","81: O. Philippe, G.C.M.G., Chairman. I E. W. Jansen, Deputy-Chainna n. | W. H. Dixon.","dixon, w h",NA,"myb",c(-0.1277583, 51.50735)
"51603","myb1002657","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"jansen","e","w","board","london","81: O. Philippe, G.C.M.G., Chairman. I E. W. Jansen, Deputy-Chainna n. | W. H. Dixon.","jansen, e w",NA,"myb",c(-0.1277583, 51.50735)
"51604","myb1002657","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"philippe","o",NA,"chair","london","81: O. Philippe, G.C.M.G., Chairman. I E. W. Jansen, Deputy-Chainna n. | W. H. Dixon.","philippe, o",NA,"myb",c(-0.1277583, 51.50735)
"51628","myb1002681","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"boyd","h","c","board","roodepoort","F. Raleigh, Chairman. I H. C. Boyd. I J. A. Cohen. I J. G. Currey. I E. J. Renaud.","boyd, h c",NA,"myb",c(27.90147, -26.12014)
"51629","myb1002681","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"cohen","j","a","board","roodepoort","F. Raleigh, Chairman. I H. C. Boyd. I J. A. Cohen. I J. G. Currey. I E. J. Renaud.","cohen, j a",NA,"myb",c(27.90147, -26.12014)
"51630","myb1002681","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"currey","j","g","board","roodepoort","F. Raleigh, Chairman. I H. C. Boyd. I J. A. Cohen. I J. G. Currey. I E. J. Renaud.","currey, j g",NA,"myb",c(27.90147, -26.12014)
"51631","myb1002681","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"raleigh","f",NA,"chair","roodepoort","F. Raleigh, Chairman. I H. C. Boyd. I J. A. Cohen. I J. G. Currey. I E. J. Renaud.","raleigh, f",NA,"myb",c(27.90147, -26.12014)
"51632","myb1002681","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"renaud","e","j","board","roodepoort","F. Raleigh, Chairman. I H. C. Boyd. I J. A. Cohen. I J. G. Currey. I E. J. Renaud.","renaud, e j",NA,"myb",c(27.90147, -26.12014)
"51634","myb1002683","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"cohen","f",NA,"board","london","0. F. Cohen. I J. L. Piddall. I P. Troquet. I T. J. Milner.","cohen, f",NA,"myb",c(-0.1277583, 51.50735)
"51635","myb1002683","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"milner","t","j","board","london","0. F. Cohen. I J. L. Piddall. I P. Troquet. I T. J. Milner.","milner, t j",NA,"myb",c(-0.1277583, 51.50735)
"51636","myb1002683","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"piddall","j","l","board","london","0. F. Cohen. I J. L. Piddall. I P. Troquet. I T. J. Milner.","piddall, j l",NA,"myb",c(-0.1277583, 51.50735)
"51637","myb1002683","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"troquet","p",NA,"board","london","0. F. Cohen. I J. L. Piddall. I P. Troquet. I T. J. Milner.","troquet, p",NA,"myb",c(-0.1277583, 51.50735)
"51638","myb1002684","myb",1920,"DURBAN NAVIGATION COLLIERIES LTD",NA,"glyn","g",NA,"manager","johannesburg","Consulting Engineers Central Mining and Investment Corpn., Ltd., Johannesburg. Mine Manager G. Glyn, Box 110, Roodepoort.","glyn, g",NA,"myb",c(28.04731, -26.2041)
"51783","myb1004861","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"ainsworth","g",NA,"board","france","G. Ainsworth. I J. B. Allan. I Sir H. Bell, Bart., C.B. | F. W. Cooper. | W. Dixon.","ainsworth, g",NA,"myb",c(2.213749, 46.22764)
"51784","myb1004861","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"allan","j","b","board","france","G. Ainsworth. I J. B. Allan. I Sir H. Bell, Bart., C.B. | F. W. Cooper. | W. Dixon.","allan, j b",NA,"myb",c(2.213749, 46.22764)
"51785","myb1004861","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"bell","h",NA,"board","france","G. Ainsworth. I J. B. Allan. I Sir H. Bell, Bart., C.B. | F. W. Cooper. | W. Dixon.","bell, h",NA,"myb",c(2.213749, 46.22764)
"51786","myb1004861","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"cooper","f","w","board","france","G. Ainsworth. I J. B. Allan. I Sir H. Bell, Bart., C.B. | F. W. Cooper. | W. Dixon.","cooper, f w",NA,"myb",c(2.213749, 46.22764)
"51787","myb1004861","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"dixon","w",NA,"board","france","G. Ainsworth. I J. B. Allan. I Sir H. Bell, Bart., C.B. | F. W. Cooper. | W. Dixon.","dixon, w",NA,"myb",c(2.213749, 46.22764)
"51788","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"hewlett","w","h","board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","hewlett, w h",NA,"myb",c(2.213749, 46.22764)
"51789","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"mannerberz","m",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","mannerberz, m",NA,"myb",c(2.213749, 46.22764)
"51790","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"mills","f",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","mills, f",NA,"myb",c(2.213749, 46.22764)
"51791","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"mitchel","g","a","board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","mitchel, g a",NA,"myb",c(2.213749, 46.22764)
"51792","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"steel","h",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","steel, h",NA,"myb",c(2.213749, 46.22764)
"51793","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"steer","e",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","steer, e",NA,"myb",c(2.213749, 46.22764)
"51794","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"talbot","b",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","talbot, b",NA,"myb",c(2.213749, 46.22764)
"51795","myb1004862","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"thorneycroft","w",NA,"board","france","H. Hall. I W. H. Hewlett. I M. Mannerberz. I F. Mills, J.P., D.L. | G. A. Mitchell. F. A. E. Samuelson. I H. Steel. I E. Steer, J.P. I B. Talbot. I W. Thorneycroft.","thorneycroft, w",NA,"myb",c(2.213749, 46.22764)
"51796","myb1004863","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"williams","i",NA,"board","france","I. Williams, J.P. | 001. Sir J. R. Wright, Bart D.L., J.P.","williams, i",NA,"myb",c(2.213749, 46.22764)
"51806","myb1004873","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"sideratio","sideration",NA,"board","wakefield","sideration was £661,400, payable £175,000 infully-paid £10 shares and £486,400","sideratio, s",NA,"myb",c(-71.07234, 42.50394)
"51807","myb1004874","myb",1920,"FRENCH RAND DEEP LIMITED",NA,"cent","in","six","board","wakefield","in six per cent. debentures.","cent, i s",NA,"myb",c(-71.07234, 42.50394)
"51952","myb1015957","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"march","registered",NA,"board","london","Registered March 16, 1916, as a reconstruction of the Buluwayo Synd., Ltd.,","march, r",NA,"myb",c(-0.1277583, 51.50735)
"51954","myb1015959","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"landrhodesia","acres","of","board","rhodesia","acres of freehold land in Rhodesia, mortgages on land sold, an Ts7th interest in the","landrhodesia, a o",NA,"myb",c(-97.21348, 32.82943)
"51971","myb1015976","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"mines","new","chuquitambo","chair","salisbury","NEW CHUQUITAMBO GOLD MINES. LTD. Directors Qualification, llool F. Lowy, Chairman and Managing; F. H. McCardle ;","mines, n c",NA,"myb",c(-75.59937, 38.36067)
"51972","myb1015977","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"omen","f","e","board","salisbury","F. E. Macfadyen. Omen 459, Salisbury House, 15.0.2.","omen, f e",NA,"myb",c(-75.59937, 38.36067)
"52009","myb1016014","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"bennett","r",NA,"board","london","NEW EASTERN INVESTMENT CO., LTD. Directors Qualification, 200 shares . H. A. Allison. | R. Bennett.","bennett, r",NA,"myb",c(-0.1277583, 51.50735)
"52010","myb1016014","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"investmen","new","eastern","board","london","NEW EASTERN INVESTMENT CO., LTD. Directors Qualification, 200 shares . H. A. Allison. | R. Bennett.","investmen, n e",NA,"myb",c(-0.1277583, 51.50735)
"52013","myb1016017","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"january","registered",NA,"board","london","Registered January 19, 1899, as the Associated Share and Investment Co.,","january, r",NA,"myb",c(-0.1277583, 51.50735)
"52041","myb1016045","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"clayes","r","des","board","london","1 . R. Lynch, Chairman. I R. des Clayes.","clayes, r d",NA,"myb",c(-0.1277583, 51.50735)
"52042","myb1016045","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"lynch","r",NA,"chair","london","1 . R. Lynch, Chairman. I R. des Clayes.","lynch, r",NA,"myb",c(-0.1277583, 51.50735)
"52043","myb1016046","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"mccallum","w",NA,"board","london","Keegan. | W. McCallum. | W. S. Saunders.","mccallum, w",NA,"myb",c(-0.1277583, 51.50735)
"52044","myb1016046","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"saunders","w","s","board","london","Keegan. | W. McCallum. | W. S. Saunders.","saunders, w s",NA,"myb",c(-0.1277583, 51.50735)
"52046","myb1016048","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"commitlee","london",NA,"board","london","London Commitlee.","commitlee, l",NA,"myb",c(-0.1277583, 51.50735)
"52105","myb1016107","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"fitzpatrick","g","c","board","mansfield","Directors Qualification, 1,000 shares . E. Mansfield, Chairman and Managing. | J. T. Williams. | G. C. Fitzpatrick. | J. 0. Reid.","fitzpatrick, g c",NA,"myb",c(-97.14168, 32.56319)
"52106","myb1016107","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"williams","j","t","board","mansfield","Directors Qualification, 1,000 shares . E. Mansfield, Chairman and Managing. | J. T. Williams. | G. C. Fitzpatrick. | J. 0. Reid.","williams, j t",NA,"myb",c(-97.14168, 32.56319)
"52107","myb1016108","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"lynch","f","r","board","mansfield","D. Simpson. | F. R. Lynch","lynch, f r",NA,"myb",c(-97.14168, 32.56319)
"52108","myb1016108","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"simpson","d",NA,"board","mansfield","D. Simpson. | F. R. Lynch","simpson, d",NA,"myb",c(-97.14168, 32.56319)
"52142","myb1016142","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"albu","sir","g","board","london","Directors Qualification, 2100 . Sir G. Albu, Bart., Chai rman and Manaaing. | L. Albu. | A. French. | J. Freudenthal.","albu, s g",NA,"myb",c(-0.1277583, 51.50735)
"52143","myb1016142","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"french","a",NA,"board","london","Directors Qualification, 2100 . Sir G. Albu, Bart., Chai rman and Manaaing. | L. Albu. | A. French. | J. Freudenthal.","french, a",NA,"myb",c(-0.1277583, 51.50735)
"52144","myb1016142","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"freudenthal","j",NA,"board","london","Directors Qualification, 2100 . Sir G. Albu, Bart., Chai rman and Manaaing. | L. Albu. | A. French. | J. Freudenthal.","freudenthal, j",NA,"myb",c(-0.1277583, 51.50735)
"52146","myb1016144","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"carvill","p","g","chair","london","P. G. H. Carvill, J.P., Chairman. I J. Freudenthal. | R. Whyte.","carvill, p g",NA,"myb",c(-0.1277583, 51.50735)
"52147","myb1016144","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"freudenthal","j",NA,"board","london","P. G. H. Carvill, J.P., Chairman. I J. Freudenthal. | R. Whyte.","freudenthal, j",NA,"myb",c(-0.1277583, 51.50735)
"52148","myb1016144","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"whyte","r",NA,"board","london","P. G. H. Carvill, J.P., Chairman. I J. Freudenthal. | R. Whyte.","whyte, r",NA,"myb",c(-0.1277583, 51.50735)
"52149","myb1016145","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"parker","r",NA,"manager","transvaal","Manager R. Parker, Box 435, Jchannesburg, Transvaal. Technical Adviser E. Hay. Secretary and Oflioes J. V. Blinkhorn, General Mining Buildings,","parker, r",NA,"myb",c(-81.1831, 43.23256)
"52207","myb1016203","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"colliery","new","hendreforgan","board","regent street s","NEW HENDREFORGAN 19l9 COLLIERY CO-I LTD. Permanent Directors.","colliery, n h",NA,"myb",c(-81.27427, 44.29956)
"52216","myb1016212","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"brien","w","j","chair","johannesburg","W. J. O Brien, O.B.E., J.P., Chairman. I L. Greene. | G. J. Macfarlane, J.P., C.M.G. J. W. Peirson. l R. H. Raw. 1 L. Line. J.P. l W. J. Show.","brien, w j",NA,"myb",c(28.04731, -26.2041)
