loc,lat,lon,country,n,d
San Antonio,3.9167,-75.5,Colombia,6,1
San Bernardino,34.1416,-117.2943,United States,3,1
San Bernardino,-25.3106,-57.2961,Paraguay,3,1
San Bernardino,14.5333,-91.45,Guatemala,3,1
San Bernardo,-33.5833,-70.7,Chile,3,NA
San Bernardo,1.5108,-77.0467,Colombia,3,NA
San Bernardo,-27.2667,-60.7,Argentina,3,NA
San Buenaventura,34.2741,-119.2314,United States,2,1
San Buenaventura,27.0625,-101.5467,Mexico,2,1
San Carlos,10.4929,123.4095,Philippines,7,1
San Carlos,9.65,-68.5833,Venezuela,7,1
San Carlos,11.1236,-84.778,Nicaragua,7,1
San Carlos,-34.8,-54.9167,Uruguay,7,1
San Carlos,37.4982,-122.2677,United States,7,1
San Carlos,8.8006,-75.7022,Colombia,7,1
San Carlos,-17.4044,-63.7325,Bolivia,7,1
San Clemente,33.4499,-117.6102,United States,3,1
San Clemente,-35.55,-71.4833,Chile,3,1
San Clemente,15.7119,120.3603,Philippines,3,1
San Cristobal,7.7682,-72.2322,Venezuela,5,NA
San Cristobal,18.4167,-70.1056,Dominican Republic,5,NA
San Cristobal,16.737,-92.6376,Mexico,5,NA
San Cristobal,22.7169,-83.0511,Cuba,5,NA
San Cristobal,-30.3167,-61.2333,Argentina,5,NA
San Diego,32.8313,-117.1222,United States,3,1
San Diego,10.2558,-67.9539,Venezuela,3,1
San Diego,10.3375,-73.1825,Colombia,3,1
San Dionisio,14.4839,120.9925,Philippines,2,NA
San Dionisio,12.7625,-85.8503,Nicaragua,2,NA
San Estanislao,-24.65,-56.4333,Paraguay,2,NA
San Estanislao,10.4,-75.15,Colombia,2,NA
San Felipe,10.3353,-68.7458,Venezuela,5,NA
San Felipe,-32.75,-70.7239,Chile,5,NA
San Felipe,21.4833,-101.2167,Mexico,5,NA
San Felipe,14.6206,-91.5961,Guatemala,5,NA
San Felipe,15.0619,120.07,Philippines,5,NA
San Fernando,15.0333,120.6833,Philippines,9,1
San Fernando,7.894,-67.473,Venezuela,9,1
San Fernando,36.4667,-6.2,Spain,9,1
San Fernando,10.2833,-61.4667,Trinidad and Tobago,9,1
San Fernando,24.8504,-98.16,Mexico,9,1
San Fernando,34.2886,-118.4362,United States,9,1
San Fernando,-34.5833,-70.9833,Chile,9,1
San Fernando,13.6767,-86.3144,Nicaragua,9,1
San Fernando,9.2797,-74.5339,Colombia,9,1
San Francisco,37.7558,-122.4449,United States,8,1
San Francisco,9.9083,-84.0582,Costa Rica,8,1
San Francisco,13.7,-88.1,El Salvador,8,1
San Francisco,30.9,-112.6,Mexico,8,1
San Francisco,8.505,125.9771,Philippines,8,1
San Francisco,-31.4356,-62.0714,Argentina,8,1
San Francisco,16.8017,-89.9342,Guatemala,8,1
San Francisco,15.6667,-87.0333,Honduras,8,1
San Gabriel,34.0949,-118.099,United States,3,1
San Gabriel,16.6667,120.4,Philippines,3,1
San Gabriel,0.5983,-77.8353,Ecuador,3,1
San German,18.0827,-67.046,Puerto Rico,2,NA
San German,20.6011,-76.1325,Cuba,2,NA
San Ignacio,-5.1456,-79.0017,Peru,6,NA
San Ignacio,17.1588,-89.0696,Belize,6,NA
San Ignacio,-26.8867,-57.0283,Paraguay,6,NA
San Ignacio,9.7997,-84.163,Costa Rica,6,NA
San Ignacio,14.65,-87.0333,Honduras,6,NA
San Ignacio,14.3333,-89.1833,El Salvador,6,NA
San Isidro,14.4685,121.0118,Philippines,4,NA
San Isidro,-34.4667,-58.5167,Argentina,4,NA
San Isidro,9.9737,-83.9861,Costa Rica,4,NA
San Isidro,12.9283,-86.1922,Nicaragua,4,NA
San Jacinto,33.797,-116.9916,United States,4,1
San Jacinto,16.0725,120.4411,Philippines,4,1
San Jacinto,9.8311,-75.1219,Colombia,4,1
San Jacinto,14.6667,-89.5,Guatemala,4,1
San Javier,37.8037,-0.8343,Spain,4,NA
San Javier,-35.5924,-71.7353,Chile,4,NA
San Javier,-30.5833,-59.95,Argentina,4,NA
San Javier,-16.2748,-62.5072,Bolivia,4,NA
San Joaquin,-33.4792,-70.6413,Chile,2,NA
San Joaquin,10.6,122.0833,Philippines,2,NA
San Jorge,11.9833,124.8167,Philippines,3,NA
San Jorge,14.9253,-89.5897,Guatemala,3,NA
San Jorge,13.6833,-88.3833,El Salvador,3,NA
San Jose,37.3012,-121.848,United States,5,1
San Jose,9.9325,-84.08,Costa Rica,5,1
San Jose,12.3528,121.0676,Philippines,5,1
San Jose,-34.3333,-56.7167,Uruguay,5,1
San Jose,1.6967,-78.2453,Colombia,5,1
San Juan,18.3985,-66.061,Puerto Rico,8,1
San Juan,-31.5342,-68.5261,Argentina,8,1
San Juan,14.6,121.03,Philippines,8,1
San Juan,18.81,-71.23,Dominican Republic,8,1
San Juan,9.9609,-84.0731,Costa Rica,8,1
San Juan,26.1903,-98.152,United States,8,1
San Juan,10.65,-61.45,Trinidad and Tobago,8,1
San Juan,14.4167,-88.4333,Honduras,8,1
San Juan Bautista,-26.6333,-57.1667,Paraguay,2,NA
San Juan Bautista,14.4167,-91.1833,Guatemala,2,NA
San Juan Nepomuceno,9.95,-75.0833,Colombia,2,NA
San Juan Nepomuceno,-26.1167,-55.93,Paraguay,2,NA
San Julian,-16.9064,-62.6169,Bolivia,5,NA
San Julian,13.6976,-89.5596,El Salvador,5,NA
San Julian,61.524,105.3188,Mexico,5,NA
San Julian,11.7536,125.4558,Philippines,5,NA
San Julian,-49.3,-67.7167,Argentina,5,NA
San Lorenzo,-25.34,-57.52,Paraguay,9,1
San Lorenzo,37.6733,-122.1332,United States,9,1
San Lorenzo,-28.12,-58.77,Argentina,9,1
San Lorenzo,13.4217,-87.4469,Honduras,9,1
San Lorenzo,12.3783,-85.6661,Nicaragua,9,1
San Lorenzo,1.5039,-77.2178,Colombia,9,1
San Lorenzo,14.0333,-89.7833,El Salvador,9,1
San Lorenzo,18.1875,-65.968,Puerto Rico,9,1
San Lorenzo,-21.4167,-64.7494,Bolivia,9,1
San Luis,-33.3,-66.3333,Argentina,6,1
San Luis,16.2,-89.44,Guatemala,6,1
San Luis,20.1881,-75.8486,Cuba,6,1
San Luis,15.04,120.7919,Philippines,6,1
San Luis,18.55,-69.7,Dominican Republic,6,1
San Luis,32.4911,-114.7089,United States,6,1
San Manuel,16.0656,120.6667,Philippines,2,NA
San Manuel,15.3333,-87.9167,Honduras,2,NA
San Marcos,10.6204,-84.512,Costa Rica,6,1
San Marcos,14.9653,-91.7958,Guatemala,6,1
San Marcos,33.135,-117.1743,United States,6,1
San Marcos,8.6611,-75.1347,Colombia,6,1
San Marcos,11.9081,-86.2025,Nicaragua,6,1
San Marcos,14.4,-88.95,Honduras,6,1
San Marino,43.9346,12.4473,San Marino,2,1
San Marino,34.1224,-118.1132,United States,2,1
San Martin,-33.0806,-68.4706,Argentina,2,NA
San Martin,3.6944,-73.6936,Colombia,2,NA
San Mateo,14.6969,121.1219,Philippines,3,1
San Mateo,37.5522,-122.3121,United States,3,1
San Mateo,9.74,-64.5531,Venezuela,3,1
San Miguel,13.4814,-88.1775,El Salvador,3,NA
San Miguel,15.1458,120.9783,Philippines,3,NA
San Miguel,-34.5333,-58.7167,Argentina,3,NA
San Miguelito,9.033,-79.5,Panama,2,NA
San Miguelito,11.4025,-84.9003,Nicaragua,2,NA
San Nicolas,16.07,120.7653,Philippines,2,NA
San Nicolas,22.7819,-81.9069,Cuba,2,NA
San Pablo,14.07,121.325,Philippines,5,1
San Pablo,37.9629,-122.3426,United States,5,1
San Pablo,9.9918,-84.0937,Costa Rica,5,1
San Pablo,7.4825,-73.925,Colombia,5,1
San Pablo,-40.4,-73.0167,Chile,5,1
San Pedro,14.3583,121.0583,Philippines,7,NA
San Pedro,25.7578,-102.9831,Mexico,7,NA
San Pedro,9.9332,-84.047,Costa Rica,7,NA
San Pedro,-33.6794,-59.6669,Argentina,7,NA
San Pedro,4,-76.2292,Colombia,7,NA
San Pedro,17.9214,-87.9611,Belize,7,NA
San Pedro,-33.8944,-71.4558,Chile,7,NA
San Quintin,15.9844,120.815,Philippines,2,NA
San Quintin,30.4837,-115.95,Mexico,2,NA
San Rafael,-34.6,-68.3333,Argentina,8,1
San Rafael,14.95,120.9667,Philippines,8,1
San Rafael,37.9905,-122.5221,United States,8,1
San Rafael,10.0417,-84.075,Costa Rica,8,1
San Rafael,20.1889,-96.8658,Mexico,8,1
San Rafael,14.7333,-88.4167,Honduras,8,1
San Rafael,6.2975,-75.0314,Colombia,8,1
San Rafael,-16.7795,-60.6799,Bolivia,8,1
San Ramon,-33.5333,-70.6417,Chile,6,1
San Ramon,37.7624,-121.9365,United States,6,1
San Ramon,10.2182,-84.5992,Costa Rica,6,1
San Ramon,12.9236,-85.8389,Nicaragua,6,1
San Ramon,-11.1247,-75.3569,Peru,6,1
San Ramon,-13.2672,-64.6172,Bolivia,6,1
San Roque,14.48,120.9011,Philippines,4,NA
San Roque,36.2097,-5.3844,Spain,4,NA
San Roque,6.4853,-75.0197,Colombia,4,NA
San Roque,-28.5667,-58.7167,Argentina,4,NA
San Salvador,13.6989,-89.1914,El Salvador,3,NA
San Salvador,20.2833,-99.0153,Mexico,3,NA
San Salvador,-31.6167,-58.5,Argentina,3,NA
San Sebastian,14.5667,-91.65,Guatemala,5,NA
San Sebastian,13.7333,-88.8333,El Salvador,5,NA
San Sebastian,1.8439,-76.7717,Colombia,5,NA
San Sebastian,11.7,125.0167,Philippines,5,NA
San Sebastian,18.3356,-66.9948,Puerto Rico,5,NA
San Simon,14.998,120.78,Philippines,2,NA
San Simon,13.8333,-88.2333,El Salvador,2,NA
San Vicente,13.6453,-88.7842,El Salvador,5,NA
San Vicente,9.9636,-84.0454,Costa Rica,5,NA
San Vicente,10.5281,119.2542,Philippines,5,NA
San Vicente,6.2819,-75.3322,Colombia,5,NA
San Vicente,-1.9,-79.2333,Ecuador,5,NA
Sande,59.5936,10.2076,Norway,2,NA
Sande,53.5022,8.0139,Germany,2,NA
Sandur,61.8344,-6.8171,Faroe Islands,2,NA
Sandur,15.1,76.55,India,2,NA
Sandy,40.5709,-111.8506,United States,2,1
Sandy,52.131,-0.297,United Kingdom,2,1
Sangar,37.1811,49.6939,Iran,2,NA
Sangar,63.9241,127.4739,Russia,2,NA
Santa Ana,33.7367,-117.8819,United States,9,1
Santa Ana,13.995,-89.5561,El Salvador,9,1
Santa Ana,14.58,121.012,Philippines,9,1
Santa Ana,9.932,-84.176,Costa Rica,9,1
Santa Ana,30.5406,-111.1205,Mexico,9,1
Santa Ana,7.6453,-72.2758,Venezuela,9,1
Santa Ana,9.319,-74.57,Colombia,9,1
Santa Ana,16.8069,-89.8272,Guatemala,9,1
Santa Ana,13.9333,-87.2667,Honduras,9,1
Santa Barbara,34.4285,-119.7202,United States,9,1
Santa Barbara,14.9167,-88.2333,Honduras,9,1
Santa Barbara,16.0031,120.4008,Philippines,9,1
Santa Barbara,15.3167,-91.6167,Guatemala,9,1
Santa Barbara,-19.9589,-43.415,Brazil,9,1
Santa Barbara,5.8747,-75.5661,Colombia,9,1
Santa Barbara,-37.6706,-72.0214,Chile,9,1
Santa Barbara,26.8133,-105.8203,Mexico,9,1
Santa Barbara,9.6,-63.6,Venezuela,9,1
Santa Catalina,9.3331,122.8658,Philippines,2,NA
Santa Catalina,10.6039,-75.2878,Colombia,2,NA
Santa Clara,22.4069,-79.9649,Cuba,2,1
Santa Clara,37.3646,-121.968,United States,2,1
Santa Cruz,-17.7892,-63.1975,Bolivia,10,1
Santa Cruz,28.4667,-16.25,Spain,10,1
Santa Cruz,14.5998,120.9802,Philippines,10,1
Santa Cruz,36.9789,-122.0346,United States,10,1
Santa Cruz,10.2358,-85.6408,Costa Rica,10,1
Santa Cruz,32.6833,-16.8,Portugal,10,1
Santa Cruz,-6.2289,-36.0228,Brazil,10,1
Santa Cruz,-34.6372,-71.3631,Chile,10,1
Santa Cruz,10.1819,-67.5025,Venezuela,10,1
Santa Cruz,-0.5333,-90.35,Ecuador,10,1
Santa Elena,-2.2267,-80.8583,Ecuador,5,NA
Santa Elena,14.1797,122.3919,Philippines,5,NA
Santa Elena,-30.95,-59.8,Argentina,5,NA
Santa Elena,14.0833,-88.1167,Honduras,5,NA
Santa Elena,13.3833,-88.4167,El Salvador,5,NA
Santa Fe,-31.6333,-60.7,Argentina,4,1
Santa Fe,35.6619,-105.9819,United States,4,1
Santa Fe,11.15,123.8,Philippines,4,1
Santa Fe,-23.0378,-51.805,Brazil,4,1
Santa Lucia,10.2606,-66.6639,Venezuela,7,NA
Santa Lucia,-34.4525,-56.3964,Uruguay,7,NA
Santa Lucia,21.0281,-75.9964,Cuba,7,NA
Santa Lucia,17.1222,120.4494,Philippines,7,NA
Santa Lucia,10.3167,-74.95,Colombia,7,NA
Santa Lucia,-28.9833,-59.1,Argentina,7,NA
Santa Lucia,-21.685,-48.0839,Brazil,7,NA
Santa Margarita,12.0378,124.6578,Philippines,2,NA
Santa Margarita,39.7033,3.1036,Spain,2,NA
Santa Maria,14.8183,120.9563,Philippines,7,1
Santa Maria,-29.6833,-53.8,Brazil,7,1
Santa Maria,34.9333,-120.4431,United States,7,1
Santa Maria,-26.6833,-66.0333,Argentina,7,1
Santa Maria,-32.7469,-70.6597,Chile,7,1
Santa Maria,2.95,-75.65,Colombia,7,1
Santa Maria,13.35,-88.4333,El Salvador,7,1
Santa Monica,34.0235,-118.481,United States,2,1
Santa Monica,10.02,126.038,Philippines,2,1
Santa Rita,10.2003,-67.5514,Venezuela,4,NA
Santa Rita,-7.1139,-34.9778,Brazil,4,NA
Santa Rita,14.9953,120.6153,Philippines,4,NA
Santa Rita,14.8667,-89.1,Honduras,4,NA
Santa Rosa,14.3167,121.1167,Philippines,7,1
Santa Rosa,38.4458,-122.7067,United States,7,1
Santa Rosa,-36.6167,-64.2833,Argentina,7,1
Santa Rosa,-27.8708,-54.4808,Brazil,7,1
Santa Rosa,-3.4522,-79.9617,Ecuador,7,1
Santa Rosa,10.4456,-75.3686,Colombia,7,1
Santa Rosa,-26.8667,-56.85,Paraguay,7,1
Santa Rosa de Lima,14.3881,-90.2956,Guatemala,2,NA
Santa Rosa de Lima,13.6167,-87.9,El Salvador,2,NA
Santa Rosa de Viterbo,-21.4728,-47.3628,Brazil,2,NA
Santa Rosa de Viterbo,5.8833,-72.9833,Colombia,2,NA
Santa Teresa,-19.9358,-40.6,Brazil,2,NA
Santa Teresa,11.8039,-86.1639,Nicaragua,2,NA
Santana,-0.035,-51.175,Brazil,3,NA
Santana,0.2583,6.7417,Sao Tome and Principe,3,NA
Santana,46.35,21.5,Romania,3,NA
Santander,43.4628,-3.805,Spain,2,NA
Santander,9.45,123.3333,Philippines,2,NA
Santarem,-2.43,-54.72,Brazil,2,NA
Santarem,39.2339,-8.6861,Portugal,2,NA
Santiago,-33.4372,-70.6506,Chile,8,NA
Santiago,19.4572,-70.6889,Dominican Republic,8,NA
Santiago,16.6833,121.55,Philippines,8,NA
Santiago,8.1004,-80.9833,Panama,8,NA
Santiago,-29.1919,-54.8669,Brazil,8,NA
Santiago,25.4333,-100.1333,Mexico,8,NA
Santiago,9.8291,-84.3044,Costa Rica,8,NA
Santiago,-14.1892,-75.7126,Peru,8,NA
Santo Andre,-23.6572,-46.5333,Brazil,2,NA
Santo Andre,38.05,-8.75,Portugal,2,NA
Santo Antonio,1.6367,7.4178,Sao Tome and Principe,2,NA
Santo Antonio,-29.8178,-50.52,Brazil,2,NA
Santo Domingo,18.4764,-69.8933,Dominican Republic,6,NA
Santo Domingo,15.59,120.8786,Philippines,6,NA
Santo Domingo,22.5833,-80.2383,Cuba,6,NA
Santo Domingo,9.988,-84.0686,Costa Rica,6,NA
Santo Domingo,12.2631,-85.0822,Nicaragua,6,NA
Santo Domingo,6.4708,-75.1658,Colombia,6,NA
Santo Tomas,14.0833,121.1833,Philippines,3,NA
Santo Tomas,-14.451,-72.082,Peru,3,NA
Santo Tomas,10.7667,-74.9167,Colombia,3,NA
Sao Domingos,15.028,-23.563,Cabo Verde,2,NA
Sao Domingos,-13.3978,-46.3178,Brazil,2,NA
Sao Pedro do Sul,40.75,-8.0667,Portugal,2,NA
Sao Pedro do Sul,-29.6208,-54.1789,Brazil,2,NA
Sao Tome,0.3361,6.7306,Sao Tome and Principe,2,NA
Sao Tome,-5.9728,-36.075,Brazil,2,NA
Sarandi,-34.6833,-58.3333,Argentina,2,NA
Sarandi,-27.9439,-52.9228,Brazil,2,NA
Saray,41.4411,27.9216,Turkey,2,NA
Saray,40.5322,49.7164,Azerbaijan,2,NA
Sault Ste. Marie,46.5333,-84.35,Canada,2,1
Sault Ste. Marie,46.4817,-84.3723,United States,2,1
Scarborough,54.2773,-0.4017,United Kingdom,3,1
Scarborough,11.1833,-60.7375,Trinidad and Tobago,3,1
Scarborough,43.5911,-70.3682,United States,3,1
Scottsdale,33.6872,-111.8651,United States,2,1
Scottsdale,-41.1667,147.5167,Australia,2,1
Seaford,40.6678,-73.4922,United States,2,1
Seaford,50.77,0.1,United Kingdom,2,1
Segou,13.45,-6.2667,Mali,2,NA
Segou,6.6167,2.2167,Benin,2,NA
Segovia,40.9481,-4.1183,Spain,2,NA
Segovia,7.0781,-74.7017,Colombia,2,NA
Severn,39.1355,-76.6956,United States,2,1
Severn,44.75,-79.5167,Canada,2,1
Sevilla,37.24,-5.99,Spain,3,NA
Sevilla,4.2689,-75.9361,Colombia,3,NA
Sevilla,9.7,124.05,Philippines,3,NA
Seymour,38.9476,-85.8911,United States,2,1
Seymour,-37.03,145.13,Australia,2,1
Shamsabad,17.2603,78.3969,India,2,NA
Shamsabad,32.2983,48.4289,Iran,2,NA
Sheffield,53.3808,-1.4703,United Kingdom,2,1
Sheffield,34.757,-87.6977,United States,2,1
Sherpur,24.665,89.419,Bangladesh,2,NA
Sherpur,25.6539,84.9793,India,2,NA
Shirley,51.3813,-0.0543,United Kingdom,2,1
Shirley,40.7936,-72.8748,United States,2,1
Shrewsbury,52.708,-2.754,United Kingdom,2,1
Shrewsbury,42.2842,-71.7154,United States,2,1
Sidney,48.6506,-123.3986,Canada,2,1
Sidney,40.2891,-84.1667,United States,2,1
Silao,20.9478,-101.4281,Mexico,2,NA
Silao,25.0836,85.428,India,2,NA
Silvania,4.4033,-74.3881,Colombia,2,NA
Silvania,-16.6589,-48.6078,Brazil,2,NA
Silves,37.1869,-8.4389,Portugal,2,NA
Silves,-2.8389,-58.2092,Brazil,2,NA
Sinop,-11.8481,-55.6492,Brazil,2,NA
Sinop,42.0267,35.1511,Turkey,2,NA
Sirvan,39.9323,48.9203,Azerbaijan,2,NA
Sirvan,38.0633,42.0275,Turkey,2,NA
Slatina,44.4297,24.3642,Romania,2,NA
Slatina,45.7022,17.7011,Croatia,2,NA
Slobozia,44.5639,27.3661,Romania,2,NA
Slobozia,46.7333,29.7,Moldova,2,NA
Socorro,13.0583,121.4117,Philippines,4,1
Socorro,-22.5908,-46.5289,Brazil,4,1
Socorro,31.6383,-106.2601,United States,4,1
Socorro,6.5333,-73.2,Colombia,4,1
Soest,51.5711,8.1092,Germany,2,NA
Soest,52.1833,5.3,Netherlands,2,NA
Sola,-13.875,167.55,Vanuatu,3,NA
Sola,58.8561,5.575,Norway,3,NA
Sola,21.6744,-77.6806,Cuba,3,NA
Solano,16.5183,121.1811,Philippines,2,NA
Solano,0.6983,-75.2539,Colombia,2,NA
Soledad,10.9167,-74.75,Colombia,2,1
Soledad,36.4432,-121.3426,United States,2,1
Solsona,18.0961,120.7725,Philippines,2,NA
Solsona,41.9944,1.5178,Spain,2,NA
Soma,39.1883,27.6089,Turkey,2,NA
Soma,37.7967,140.9196,Japan,2,NA
Somerville,42.3908,-71.1014,United States,2,1
Somerville,-38.226,145.177,Australia,2,1
Songo,-15.6142,32.7709,Mozambique,2,NA
Songo,-7.3496,14.85,Angola,2,NA
Sopot,54.45,18.5667,Poland,2,NA
Sopot,42.65,24.75,Bulgaria,2,NA
Soro,21.29,86.69,India,2,NA
Soro,55.4333,11.5667,Denmark,2,NA
Soure,-0.7169,-48.5228,Brazil,2,NA
Soure,40.05,-8.6333,Portugal,2,NA
Southampton,50.9025,-1.4042,United Kingdom,2,1
Southampton,40.8997,-72.4931,United States,2,1
Southborough,51.1598,0.2652,United Kingdom,2,1
Southborough,42.3012,-71.5297,United States,2,1
Southgate,51.6316,-0.1265,United Kingdom,2,1
Southgate,42.2047,-83.2057,United States,2,1
Southport,53.6475,-3.0053,United Kingdom,3,1
Southport,-27.9667,153.4,Australia,3,1
Southport,42.04,-76.8775,United States,3,1
Southwick,50.836,-0.239,United Kingdom,2,1
Southwick,42.0544,-72.7785,United States,2,1
Springfield,42.1155,-72.5395,United States,2,1
Springfield,49.9292,-96.6939,Canada,2,1
Springs,-26.2547,28.4428,South Africa,2,1
Springs,41.0212,-72.1584,United States,2,1
Sripur,24.2011,90.4843,Bangladesh,2,NA
Sripur,25.5861,86.0803,India,2,NA
St. Andrews,34.051,-81.1057,United States,2,1
St. Andrews,50.27,-96.9747,Canada,2,1
Stafford,52.807,-2.117,United Kingdom,2,1
Stafford,39.7049,-74.2643,United States,2,1
Stamford,41.1039,-73.5585,United States,2,1
Stamford,52.656,-0.484,United Kingdom,2,1
Standish,53.586,-2.664,United Kingdom,2,1
Standish,43.7811,-70.5684,United States,2,1
Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),3,NA
Stanley,53.7145,-1.476,United Kingdom,3,NA
Stanley,49.1331,-98.0656,Canada,3,NA
Stratford,51.5423,-0.0026,United Kingdom,4,1
Stratford,-39.3333,174.2833,New Zealand,4,1
Stratford,41.207,-73.1305,United States,4,1
Stratford,43.3708,-80.9819,Canada,4,1
Stroud,41.0001,-75.2173,United States,2,1
Stroud,51.744,-2.215,United Kingdom,2,1
Sucre,-19.0475,-65.26,Bolivia,3,NA
Sucre,-1.26,-80.44,Ecuador,3,NA
Sucre,8.8139,-74.7253,Colombia,3,NA
Sudbury,51.5537,-0.3199,United Kingdom,3,1
Sudbury,46.49,-81.01,Canada,3,1
Sudbury,42.3847,-71.4234,United States,3,1
Sultonobod,40.7644,72.9764,Uzbekistan,2,NA
Sultonobod,38.45,68.95,Tajikistan,2,NA
Sunbury,-37.5811,144.7139,Australia,3,1
Sunbury,51.423,-0.424,United Kingdom,3,1
Sunbury,40.8616,-76.7871,United States,3,1
Suran,35.2897,36.7433,Syria,2,NA
Suran,27.2856,61.9964,Iran,2,NA
Susa,39.7583,46.7483,Azerbaijan,2,NA
Susa,5.4528,-73.814,Colombia,2,NA
Sutton,51.3656,-0.1963,United Kingdom,2,1
Sutton,42.1337,-71.7503,United States,2,1
Tabor,46.2108,15.0047,Slovenia,2,NA
Tabor,49.4144,14.6578,Czechia,2,NA
Tabuk,28.3972,36.5789,Saudi Arabia,2,NA
Tabuk,17.4069,121.4425,Philippines,2,NA
Taft,11.9058,125.4181,Philippines,3,1
Taft,31.7492,54.2103,Iran,3,1
Taft,35.1268,-119.4243,United States,3,1
Taki,22.59,88.92,India,2,NA
Taki,34.4961,136.5462,Japan,2,NA
Tala,20.6525,-103.7028,Mexico,2,NA
Tala,24.3735,81.1989,India,2,NA
Talas,38.6833,35.5667,Turkey,2,NA
Talas,42.5167,72.2333,Kyrgyzstan,2,NA
Tamba,35.1833,135.0333,Japan,2,NA
Tamba,17.0001,75.9934,India,2,NA
Tamboril,19.48,-70.6,Dominican Republic,2,NA
Tamboril,-4.8319,-40.3208,Brazil,2,NA
Tamworth,52.633,-1.695,United Kingdom,2,NA
Tamworth,-31.0833,150.9167,Australia,2,NA
Tarragona,41.1187,1.2453,Spain,2,NA
Tarragona,7.0491,126.4471,Philippines,2,NA
Tata,47.6526,18.3238,Hungary,2,NA
Tata,29.7428,-7.9725,Morocco,2,NA
Taunton,51.019,-3.1,United Kingdom,2,1
Taunton,41.9036,-71.0943,United States,2,1
Tavares,28.792,-81.7352,United States,2,1
Tavares,-7.6358,-37.8778,Brazil,2,1
Tecumseh,42.2431,-82.9256,Canada,2,1
Tecumseh,42.0066,-83.945,United States,2,1
Tena,-0.989,-77.8159,Ecuador,2,NA
Tena,4.6547,-74.39,Colombia,2,NA
Ternate,0.78,127.3819,Indonesia,2,NA
Ternate,14.2833,120.7167,Philippines,2,NA
Teruel,40.3456,-1.1065,Spain,2,NA
Teruel,2.75,-75.5667,Colombia,2,NA
Thompson,41.6474,-74.6745,United States,2,1
Thompson,55.7433,-97.8553,Canada,2,1
Thornton,39.9197,-104.9438,United States,2,1
Thornton,53.7898,-1.8504,United Kingdom,2,1
Tigaon,13.6319,123.4975,Philippines,2,NA
Tigaon,21.6456,78.4576,India,2,NA
Tiverton,50.903,-3.488,United Kingdom,2,1
Tiverton,41.609,-71.1741,United States,2,1
Toledo,41.6638,-83.5827,United States,5,1
Toledo,10.3833,123.65,Philippines,5,1
Toledo,-24.7139,-53.7428,Brazil,5,1
Toledo,39.8567,-4.0244,Spain,5,1
Toledo,7.3131,-72.4875,Colombia,5,1
Tolosa,11.0633,125.0353,Philippines,2,NA
Tolosa,43.1333,-2.0833,Spain,2,NA
Toro,4.6117,-76.0814,Colombia,2,NA
Toro,41.52,-5.3947,Spain,2,NA
Torquay,50.47,-3.53,United Kingdom,2,NA
Torquay,-38.3333,144.3167,Australia,2,NA
Torrijos,13.3167,122.0833,Philippines,2,NA
Torrijos,39.9833,-4.2814,Spain,2,NA
Touba,14.8667,-15.8833,Senegal,2,NA
Touba,8.2833,-7.6833,C̫te d'Ivoire,2,NA
Trento,46.0667,11.1167,Italy,2,NA
Trento,8.0459,126.0614,Philippines,2,NA
Tres Rios,9.9072,-83.9865,Costa Rica,2,NA
Tres Rios,-22.1169,-43.2089,Brazil,2,NA
Trindade,-16.6581,-49.4836,Brazil,2,NA
Trindade,0.3,6.6833,Sao Tome and Principe,2,NA
Trinidad,-14.8292,-64.9014,Bolivia,5,NA
Trinidad,21.8042,-79.9831,Cuba,5,NA
Trinidad,10.0795,124.3432,Philippines,5,NA
Trinidad,-33.5333,-56.8833,Uruguay,5,NA
Trinidad,5.4089,-71.6622,Colombia,5,NA
Tripoli,32.8872,13.1914,Libya,3,NA
Tripoli,34.4367,35.8344,Lebanon,3,NA
Tripoli,37.5167,22.3833,Greece,3,NA
Trujillo,-8.112,-79.0288,Peru,5,NA
Trujillo,15.9186,-85.9533,Honduras,5,NA
Trujillo,9.417,-70.5,Venezuela,5,NA
Trujillo,4.25,-76.3333,Colombia,5,NA
Trujillo,39.4653,-5.8789,Spain,5,NA
Truro,50.26,-5.051,United Kingdom,2,NA
Truro,45.3647,-63.28,Canada,2,NA
Tudela,42.0653,-1.6067,Spain,2,NA
Tudela,8.2472,123.8424,Philippines,2,NA
Tulsipur,28.1278,82.2956,Nepal,2,NA
Tulsipur,27.55,82.42,India,2,NA
Tura,25.52,90.22,India,2,NA
Tura,64.2833,100.2167,Russia,2,NA
Turin,45.0792,7.6761,Italy,2,NA
Turin,13.9667,-89.8167,El Salvador,2,NA
Tuzla,40.8161,29.3006,Turkey,2,NA
Tuzla,44.5381,18.6761,Bosnia and Herzegovina,2,NA
Uman,48.75,30.2167,Ukraine,2,NA
Uman,20.8833,-89.75,Mexico,2,NA
Umarkot,25.3614,69.7361,Pakistan,2,NA
Umarkot,19.6653,82.2063,India,2,NA
Una,20.82,71.03,India,2,NA
Una,-15.2928,-39.075,Brazil,2,NA
Uxbridge,51.5404,-0.4778,United Kingdom,3,1
Uxbridge,44.1167,-79.1333,Canada,3,1
Uxbridge,42.0593,-71.638,United States,3,1
Valdivia,-39.8139,-73.2458,Chile,2,NA
Valdivia,7.1636,-75.4392,Colombia,2,NA
Valenca,-13.37,-39.0728,Brazil,2,NA
Valenca,42.0167,-8.6333,Portugal,2,NA
